"","SUBSTANCENAME","NONPROPRIETARYNAME","NDC_11","PHARM_CLASSES","PRODUCTNDC","NDCPACKAGECODE","PRODUCTID","PRODUCTTYPENAME","PROPRIETARYNAME","PROPRIETARYNAMESUFFIX","DOSAGEFORMNAME","ROUTENAME","STARTMARKETINGDATE","ENDMARKETINGDATE","MARKETINGCATEGORYNAME","APPLICATIONNUMBER","LABELERNAME","ACTIVE_NUMERATOR_STRENGTH","ACTIVE_INGRED_UNIT","DEASCHEDULE","NDC_EXCLUDE_FLAG","LISTING_RECORD_CERTIFIED_THROUGH"
"9731","CIPROFLOXACIN HYDROCHLORIDE","Ciprofolxacin","82804013020","Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]","82804-130","82804-130-20","82804-130_ee0e72c6-18ff-4219-b067-26578a27ce79","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET","ORAL","20231001","","ANDA","ANDA208921","Proficient Rx LP","500","mg/1","","N","20261231"
"9732","CIPROFLOXACIN HYDROCHLORIDE","Ciprofolxacin","82804013030","Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]","82804-130","82804-130-30","82804-130_ee0e72c6-18ff-4219-b067-26578a27ce79","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET","ORAL","20231001","","ANDA","ANDA208921","Proficient Rx LP","500","mg/1","","N","20261231"
"9733","CIPROFLOXACIN HYDROCHLORIDE","Ciprofolxacin","82804013014","Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]","82804-130","82804-130-14","82804-130_ee0e72c6-18ff-4219-b067-26578a27ce79","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET","ORAL","20231001","","ANDA","ANDA208921","Proficient Rx LP","500","mg/1","","N","20261231"
"9734","NITROFURANTOIN","nitrofurantoin macrocrystals","82804013114","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","82804-131","82804-131-14","82804-131_4eb40c9f-799b-42e9-9979-83461983cb6d","HUMAN PRESCRIPTION DRUG","nitrofurantoin macrocrystals","","CAPSULE","ORAL","20230321","","ANDA","ANDA217272","Proficient Rx LP","100","mg/1","","N","20251231"
"9735","NITROFURANTOIN","nitrofurantoin macrocrystals","82804013120","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","82804-131","82804-131-20","82804-131_4eb40c9f-799b-42e9-9979-83461983cb6d","HUMAN PRESCRIPTION DRUG","nitrofurantoin macrocrystals","","CAPSULE","ORAL","20230321","","ANDA","ANDA217272","Proficient Rx LP","100","mg/1","","N","20251231"
"9736","NITROFURANTOIN","nitrofurantoin macrocrystals","82804013128","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","82804-131","82804-131-28","82804-131_4eb40c9f-799b-42e9-9979-83461983cb6d","HUMAN PRESCRIPTION DRUG","nitrofurantoin macrocrystals","","CAPSULE","ORAL","20230321","","ANDA","ANDA217272","Proficient Rx LP","100","mg/1","","N","20251231"
"9737","AMOXICILLIN","Amoxicillin","82804013415","Penicillin-class Antibacterial [EPC], Penicillins [CS]","82804-134","82804-134-15","82804-134_c8e5ad7d-09b7-41d9-8cb0-467b3e8df74f","HUMAN PRESCRIPTION DRUG","Amoxicillin","","POWDER, FOR SUSPENSION","ORAL","20140915","","ANDA","ANDA204030","Proficient Rx LP","250","mg/5mL","","N","20251231"
"9738","CLARITHROMYCIN","Clarithromycin","82804014128","Cytochrome P450 3A Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA], Macrolide Antimicrobial [EPC], Macrolides [CS], P-Glycoprotein Inhibitors [MoA]","82804-141","82804-141-28","82804-141_88c7ded8-333c-408d-b693-a72881710f59","HUMAN PRESCRIPTION DRUG","Clarithromycin","","TABLET, FILM COATED","ORAL","20120725","","ANDA","ANDA065489","Proficient Rx LP","500","mg/1","","N","20251231"
"9739","FLUCONAZOLE","Fluconazole","82804014630","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","82804-146","82804-146-30","82804-146_fef2222c-5d61-435e-8761-d8f3d435d6d8","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20081007","","ANDA","ANDA077731","Proficient Rx LP","200","mg/1","","N","20251231"
"9740","AZITHROMYCIN DIHYDRATE","Azithromycin dihydrate","82804015304","Macrolide Antimicrobial [EPC], Macrolides [CS]","82804-153","82804-153-04","82804-153_edecf20d-c681-418b-9c47-02fb32d2b3c0","HUMAN PRESCRIPTION DRUG","Azithromycin Dihydrate","","TABLET, FILM COATED","ORAL","20240215","","ANDA","ANDA208249","Proficient Rx LP","500","mg/1","","N","20251231"
"9741","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","82804017720","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","82804-177","82804-177-20","82804-177_a5253c79-997e-40d9-919b-d2ed8c51daa9","HUMAN PRESCRIPTION DRUG","Amoxicillin and Clavulanate Potassium","","TABLET","ORAL","20160823","","ANDA","ANDA203824","Proficient Rx LP","875; 125","mg/1; mg/1","","N","20261231"
"9742","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","82804017714","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","82804-177","82804-177-14","82804-177_a5253c79-997e-40d9-919b-d2ed8c51daa9","HUMAN PRESCRIPTION DRUG","Amoxicillin and Clavulanate Potassium","","TABLET","ORAL","20160823","","ANDA","ANDA203824","Proficient Rx LP","875; 125","mg/1; mg/1","","N","20261231"
"9743","AZITHROMYCIN DIHYDRATE","Azithromycin Dihydrate","82804018206","Macrolide Antimicrobial [EPC], Macrolides [CS]","82804-182","82804-182-06","82804-182_a8e106cb-7245-45a5-9aad-bd624b1e011d","HUMAN PRESCRIPTION DRUG","Azithromycin Dihydrate","","TABLET, FILM COATED","ORAL","20240215","","ANDA","ANDA208250","Proficient Rx LP","250","mg/1","","N","20261231"
"9744","AMOXICILLIN","Amoxicillin","82804020020","Penicillin-class Antibacterial [EPC], Penicillins [CS]","82804-200","82804-200-20","82804-200_577d8a00-c538-4089-b788-01b4b92d22f2","HUMAN PRESCRIPTION DRUG","Amoxicillin","","TABLET, COATED","ORAL","20060329","","ANDA","ANDA065255","Proficient Rx LP","875","mg/1","","N","20261231"
"9745","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","82804020120","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","82804-201","82804-201-20","82804-201_c8030539-314f-437d-abe7-415d6e58add7","HUMAN PRESCRIPTION DRUG","Amoxicillin and Clavulanate Potassium","","TABLET, FILM COATED","ORAL","20120120","","ANDA","ANDA091568","Proficient Rx LP","875; 125","mg/1; mg/1","","N","20261231"
"9746","AZITHROMYCIN DIHYDRATE","azithromycin","82804021406","Macrolide Antimicrobial [EPC], Macrolides [CS]","82804-214","82804-214-06","82804-214_25bc2e78-9d0d-41c6-a55e-a267d4457967","HUMAN PRESCRIPTION DRUG","azithromycin","","TABLET, FILM COATED","ORAL","20221117","","ANDA","ANDA065398","Proficient Rx LP","250","mg/1","","N","20261231"
"9747","FLUCONAZOLE","Fluconazole","82804021803","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","82804-218","82804-218-03","82804-218_c0193e27-f1a4-4698-a6bb-3df772c16256","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20060125","","ANDA","ANDA077253","Proficient Rx LP","100","mg/1","","N","20261231"
"9748","TERBINAFINE HYDROCHLORIDE","terbinafine hydrochloride","82804022030","Allylamine Antifungal [EPC], Allylamine [CS]","82804-220","82804-220-30","82804-220_53235270-6ffb-44c8-aa55-debf59e1d964","HUMAN PRESCRIPTION DRUG","terbinafine hydrochloride","","TABLET","ORAL","20220128","","ANDA","ANDA078163","Proficient Rx LP","250","mg/1","","N","20261231"
"9749","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","82868000210","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","82868-002","82868-002-10","82868-002_1bceaa46-be92-baa1-e063-6394a90a7b9e","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20230926","","ANDA","ANDA204755","Northwind Pharmaceuticals, LLC","875; 125","mg/1; mg/1","","N","20251231"
"9750","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","82868000214","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","82868-002","82868-002-14","82868-002_1bceaa46-be92-baa1-e063-6394a90a7b9e","HUMAN PRESCRIPTION DRUG","AMOXICILLIN AND CLAVULANATE POTASSIUM","","TABLET, FILM COATED","ORAL","20230926","","ANDA","ANDA204755","Northwind Pharmaceuticals, LLC","875; 125","mg/1; mg/1","","N","20251231"
"9751","NITROFURANTOIN; NITROFURANTOIN MONOHYDRATE","Nitrofurantoin (monohydrate/macrocrystals)","82868001214","Nitrofuran Antibacterial [EPC], Nitrofuran Antibacterial [EPC], Nitrofurans [CS], Nitrofurans [CS]","82868-012","82868-012-14","82868-012_2a7f8a3c-f8fe-1f80-e063-6394a90a9056","HUMAN PRESCRIPTION DRUG","Nitrofurantoin (monohydrate/macrocrystals)","","CAPSULE","ORAL","20230920","","ANDA","ANDA077066","Northwind Pharmaceuticals, LLC","25; 75","mg/1; mg/1","","N","20251231"
"9752","NITROFURANTOIN; NITROFURANTOIN MONOHYDRATE","Nitrofurantoin (monohydrate/macrocrystals)","82868001210","Nitrofuran Antibacterial [EPC], Nitrofuran Antibacterial [EPC], Nitrofurans [CS], Nitrofurans [CS]","82868-012","82868-012-10","82868-012_2a7f8a3c-f8fe-1f80-e063-6394a90a9056","HUMAN PRESCRIPTION DRUG","Nitrofurantoin (monohydrate/macrocrystals)","","CAPSULE","ORAL","20230920","","ANDA","ANDA077066","Northwind Pharmaceuticals, LLC","25; 75","mg/1; mg/1","","N","20251231"
"9753","METRONIDAZOLE","metronidazole","82868001420","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","82868-014","82868-014-20","82868-014_26f56937-43bc-8a75-e063-6394a90ade14","HUMAN PRESCRIPTION DRUG","metronidazole","","TABLET","ORAL","20230928","","ANDA","ANDA206560","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9754","METRONIDAZOLE","metronidazole","82868001421","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","82868-014","82868-014-21","82868-014_26f56937-43bc-8a75-e063-6394a90ade14","HUMAN PRESCRIPTION DRUG","metronidazole","","TABLET","ORAL","20230928","","ANDA","ANDA206560","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9755","METRONIDAZOLE","metronidazole","82868001428","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","82868-014","82868-014-28","82868-014_26f56937-43bc-8a75-e063-6394a90ade14","HUMAN PRESCRIPTION DRUG","metronidazole","","TABLET","ORAL","20230928","","ANDA","ANDA206560","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9756","METRONIDAZOLE","metronidazole","82868001414","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","82868-014","82868-014-14","82868-014_26f56937-43bc-8a75-e063-6394a90ade14","HUMAN PRESCRIPTION DRUG","metronidazole","","TABLET","ORAL","20230928","","ANDA","ANDA206560","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9757","METRONIDAZOLE","metronidazole","82868001430","Nitroimidazole Antimicrobial [EPC], Nitroimidazoles [CS]","82868-014","82868-014-30","82868-014_26f56937-43bc-8a75-e063-6394a90ade14","HUMAN PRESCRIPTION DRUG","metronidazole","","TABLET","ORAL","20230928","","ANDA","ANDA206560","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9758","NITROFURANTOIN","nitrofurantoin macrocrystals","82868001510","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","82868-015","82868-015-10","82868-015_1ea22ac4-82db-02a8-e063-6294a90a4639","HUMAN PRESCRIPTION DRUG","nitrofurantoin macrocrystals","","CAPSULE","ORAL","20231006","","ANDA","ANDA217272","Northwind Pharmaceuticals, LLC","100","mg/1","","N","20251231"
"9759","NITROFURANTOIN","nitrofurantoin macrocrystals","82868001514","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","82868-015","82868-015-14","82868-015_1ea22ac4-82db-02a8-e063-6294a90a4639","HUMAN PRESCRIPTION DRUG","nitrofurantoin macrocrystals","","CAPSULE","ORAL","20231006","","ANDA","ANDA217272","Northwind Pharmaceuticals, LLC","100","mg/1","","N","20251231"
"9760","NITROFURANTOIN","nitrofurantoin macrocrystals","82868001520","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","82868-015","82868-015-20","82868-015_1ea22ac4-82db-02a8-e063-6294a90a4639","HUMAN PRESCRIPTION DRUG","nitrofurantoin macrocrystals","","CAPSULE","ORAL","20231006","","ANDA","ANDA217272","Northwind Pharmaceuticals, LLC","100","mg/1","","N","20251231"
"9761","NITROFURANTOIN","nitrofurantoin macrocrystals","82868001528","Nitrofuran Antibacterial [EPC], Nitrofurans [CS]","82868-015","82868-015-28","82868-015_1ea22ac4-82db-02a8-e063-6294a90a4639","HUMAN PRESCRIPTION DRUG","nitrofurantoin macrocrystals","","CAPSULE","ORAL","20231006","","ANDA","ANDA217272","Northwind Pharmaceuticals, LLC","100","mg/1","","N","20251231"
"9762","NITROFURANTOIN; NITROFURANTOIN MONOHYDRATE","Nitrofurantoin monohydrate/macrocrystals","82868002110","Nitrofuran Antibacterial [EPC], Nitrofuran Antibacterial [EPC], Nitrofurans [CS], Nitrofurans [CS]","82868-021","82868-021-10","82868-021_08676fab-a5b6-94a8-e063-6294a90aa861","HUMAN PRESCRIPTION DRUG","Nitrofurantoin","(monohydrate/macrocrystals)","CAPSULE","ORAL","20231023","","ANDA","ANDA207372","Northwind Pharmaceuticals, LLC","25; 75","mg/1; mg/1","","N","20251231"
"9763","NITROFURANTOIN; NITROFURANTOIN MONOHYDRATE","Nitrofurantoin monohydrate/macrocrystals","82868002114","Nitrofuran Antibacterial [EPC], Nitrofuran Antibacterial [EPC], Nitrofurans [CS], Nitrofurans [CS]","82868-021","82868-021-14","82868-021_08676fab-a5b6-94a8-e063-6294a90aa861","HUMAN PRESCRIPTION DRUG","Nitrofurantoin","(monohydrate/macrocrystals)","CAPSULE","ORAL","20231023","","ANDA","ANDA207372","Northwind Pharmaceuticals, LLC","25; 75","mg/1; mg/1","","N","20251231"
"9764","FLUCONAZOLE","Fluconazole","82868003386","Azole Antifungal [EPC], Azoles [CS], Cytochrome P450 2C19 Inhibitors [MoA], Cytochrome P450 2C9 Inhibitors [MoA], Cytochrome P450 3A4 Inhibitors [MoA]","82868-033","82868-033-86","82868-033_1bf4724d-a360-3e58-e063-6394a90ab188","HUMAN PRESCRIPTION DRUG","Fluconazole","","TABLET","ORAL","20231214","","ANDA","ANDA077253","Northwind Pharmaceuticals, LLC","150","mg/1","","N","20251231"
"9765","AMOXICILLIN","Amoxicillin","82868005620","Penicillin-class Antibacterial [EPC], Penicillins [CS]","82868-056","82868-056-20","82868-056_26f58c54-98b2-cdbd-e063-6294a90ae4e6","HUMAN PRESCRIPTION DRUG","Amoxicillin","","CAPSULE","ORAL","20240530","","ANDA","ANDA065271","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9766","AMOXICILLIN","Amoxicillin","82868005614","Penicillin-class Antibacterial [EPC], Penicillins [CS]","82868-056","82868-056-14","82868-056_26f58c54-98b2-cdbd-e063-6294a90ae4e6","HUMAN PRESCRIPTION DRUG","Amoxicillin","","CAPSULE","ORAL","20240530","","ANDA","ANDA065271","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9767","CEPHALEXIN","Cephalexin","82868005714","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","82868-057","82868-057-14","82868-057_26e47091-dc5c-f97a-e063-6394a90a28d7","HUMAN PRESCRIPTION DRUG","Cephalexin","","CAPSULE","ORAL","20240611","","ANDA","ANDA065253","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9768","CEPHALEXIN","Cephalexin","82868005720","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","82868-057","82868-057-20","82868-057_26e47091-dc5c-f97a-e063-6394a90a28d7","HUMAN PRESCRIPTION DRUG","Cephalexin","","CAPSULE","ORAL","20240611","","ANDA","ANDA065253","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9769","CEPHALEXIN","Cephalexin","82868005730","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","82868-057","82868-057-30","82868-057_26e47091-dc5c-f97a-e063-6394a90a28d7","HUMAN PRESCRIPTION DRUG","Cephalexin","","CAPSULE","ORAL","20240611","","ANDA","ANDA065253","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9770","CEPHALEXIN","Cephalexin","82868005710","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","82868-057","82868-057-10","82868-057_26e47091-dc5c-f97a-e063-6394a90a28d7","HUMAN PRESCRIPTION DRUG","Cephalexin","","CAPSULE","ORAL","20240611","","ANDA","ANDA065253","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9771","CEFDINIR","Cefdinir","82868005920","Cephalosporin Antibacterial [EPC], Cephalosporins [CS]","82868-059","82868-059-20","82868-059_1d0d4339-4148-4479-e063-6294a90a0bd6","HUMAN PRESCRIPTION DRUG","Cefdinir","","CAPSULE","ORAL","20240625","","ANDA","ANDA210220","Northwind Pharmaceuticals, LLC","300","mg/1","","N","20251231"
"9772","AMOXICILLIN","Amoxicillin","82868006330","Penicillin-class Antibacterial [EPC], Penicillins [CS]","82868-063","82868-063-30","82868-063_26e252dc-4e3f-1989-e063-6394a90a9aed","HUMAN PRESCRIPTION DRUG","Amoxicillin","","TABLET, CHEWABLE","ORAL","20240718","","ANDA","ANDA064013","Northwind Pharmaceuticals, LLC","250","mg/1","","N","20251231"
"9773","NITROFURANTOIN; NITROFURANTOIN MONOHYDRATE","Nitrofurantoin (monohydrate/macrocrystals)","82868006514","Nitrofuran Antibacterial [EPC], Nitrofuran Antibacterial [EPC], Nitrofurans [CS], Nitrofurans [CS]","82868-065","82868-065-14","82868-065_25171da5-7488-db90-e063-6394a90a29b7","HUMAN PRESCRIPTION DRUG","NITROFURANTOIN (monohydrate/macrocrystals)","","CAPSULE","ORAL","20241016","","ANDA","ANDA211013","Northwind Pharmaceuticals, LLC","25; 75","mg/1; mg/1","","N","20251231"
"9774","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","82868006614","Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]","82868-066","82868-066-14","82868-066_2516e2a4-59d2-39ad-e063-6394a90a4889","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, FILM COATED","ORAL","20241022","","ANDA","ANDA075593","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9775","CIPROFLOXACIN HYDROCHLORIDE","Ciprofloxacin","82868006630","Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]","82868-066","82868-066-30","82868-066_2516e2a4-59d2-39ad-e063-6394a90a4889","HUMAN PRESCRIPTION DRUG","Ciprofloxacin","","TABLET, FILM COATED","ORAL","20241022","","ANDA","ANDA075593","Northwind Pharmaceuticals, LLC","500","mg/1","","N","20251231"
"9776","AMOXICILLIN; CLAVULANATE POTASSIUM","Amoxicillin and Clavulanate Potassium","82868006714","Penicillin-class Antibacterial [EPC], Penicillins [CS], beta Lactamase Inhibitor [EPC], beta Lactamase Inhibitors [MoA]","82868-067","82868-067-14","82868-067_26e1e354-11a0-ae5e-e063-6394a90a3929","HUMAN PRESCRIPTION DRUG","Amoxicillin and Clavulanate Potassium","","TABLET, FILM COATED","ORAL","20241017","","ANDA","ANDA091568","Northwind Pharmaceuticals, LLC","875; 125","mg/1; mg/1","","N","20251231"
"9777","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE, POLYMYXIN B","82942100201","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","82942-1002","82942-1002-1","82942-1002_369d6dd7-ae55-e456-e063-6294a90ab143","HUMAN OTC DRUG","Triple Antibiotic","","CREAM","TOPICAL","20221001","","OTC MONOGRAPH DRUG","M004","J&A Digital Inc.","400; 3.5; 5000","[CFU]/g; mg/g; [CFU]/g","","N","20261231"
"9778","BACITRACIN ZINC; NEOMYCIN SULFATE; POLYMYXIN B SULFATE","Bacitracin Zinc, Neomycin sulfate, Polymyxin B sulfate","82953001301","Aminoglycoside Antibacterial [EPC], Aminoglycosides [CS], Decreased Cell Wall Synthesis & Repair [PE], Polymyxin-class Antibacterial [EPC], Polymyxins [CS]","82953-013","82953-013-01","82953-013_0e1b75c1-96b6-e939-e063-6394a90abffc","HUMAN OTC DRUG","triple antibiotic","01","OINTMENT","TOPICAL","20240104","","OTC MONOGRAPH DRUG","M004","Cosmuses Cosmetics (Ningbo) Co., Ltd.","400; 3.5; 5000","U/g; mg/g; U/g","","N","20251231"
"9779","CHLORAMPHENICOL; LOBELIA ERINUS; STREPTOMYCES GRISEUS; SUS SCROFA PITUITARY GLAND; UREA","Chloremphenicol, Hypophysis, Lobelia Erenus, Streptomycin, Urea","82969206401","Allergens [CS], Amphenicol-class Antibacterial [EPC], Amphenicols [EXT], Bacterial Proteins [CS], Cell-mediated Immunity [PE], Increased Histamine Release [PE], Increased IgG Production [PE], Non-Standardized Bacterial Allergenic Extract [EPC]","82969-2064","82969-2064-1","82969-2064_2ceaa0c4-3af3-432f-e063-6294a90af645","HUMAN OTC DRUG","Bestmade Natural Products BM64","","LIQUID","ORAL","20150101","","UNAPPROVED HOMEOPATHIC","","Bestmade Natural Products","200; 200; 200; 200; 200","[hp_C]/200[hp_C]; [hp_C]/200[hp_C]; [hp_C]/200[hp_C]; [hp_C]/200[hp_C]; [hp_C]/200[hp_C]","","N","20261231"
"9780","ALLYLTHIOUREA; BARIUM CARBONATE; BARIUM CHLORIDE DIHYDRATE; BLACK COHOSH; FERRIC PICRATE; OYSTER SHELL CALCIUM CARBONATE, CRUDE; QUININE SULFATE; SODIUM SALICYLATE","Baryta Carb, Baryta Mur, Calc Carb, China Sulph, Cimicifuga, Ferrum Picricum, Natrum Salicylicum, Thiosinaminum","82969207101","Antimalarial [EPC], Iron [CS], Parenteral Iron Replacement [EPC], Phosphate Binder [EPC], Phosphate Chelating Activity [MoA]","82969-2071","82969-2071-1","82969-2071_2cedd523-000a-a39e-e063-6394a90aa81e","HUMAN OTC DRUG","Bestmade Natural Products BM71","","LIQUID","ORAL","20150101","","UNAPPROVED HOMEOPATHIC","","Bestmade Natural Products","30; 30; 30; 30; 30; 30; 30; 30","[hp_C]/30[hp_C]; [hp_C]/30[hp_C]; [hp_C]/30[hp_C]; [hp_C]/30[hp_C]; [hp_C]/30[hp_C]; [hp_C]/30[hp_C]; [hp_C]/30[hp_C]; [hp_C]/30[hp_C]","","N","20261231"
