***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************																
Data	from	Pyro	Oxygen	Logger	V3.206	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:														
08/02/2016	14:50:05	3499		6.5627	---	---	---	20	---	---	---	1018.06	53.875	---	---	---	23.255	---	---	---	187.724	---	---	---	5.214	---	---	---	
08/02/2016	14:50:06	3500		6.5607	---	---	---	20	---	---	---	1018.07	53.875	---	---	---	23.259	---	---	---	187.751	---	---	---	5.206	---	---	---	
08/02/2016	14:50:07	3501		6.5577	---	---	---	20	---	---	---	1018.04	53.875	---	---	---	23.264	---	---	---	187.763	---	---	---	5.185	---	---	---	
08/02/2016	14:50:08	3502		6.5579	---	---	---	20	---	---	---	1018.03	53.875	---	---	---	23.264	---	---	---	187.763	---	---	---	5.198	---	---	---	
08/02/2016	14:50:09	3503		6.5549	---	---	---	20	---	---	---	1018	53.875	---	---	---	23.269	---	---	---	187.792	---	---	---	5.194	---	---	---	
08/02/2016	14:50:10	3504		6.5564	---	---	---	20	---	---	---	1018.04	53.875	---	---	---	23.267	---	---	---	187.834	---	---	---	5.196	---	---	---	
08/02/2016	14:50:11	3505		6.5522	---	---	---	20	---	---	---	1018.01	53.875	---	---	---	23.274	---	---	---	187.885	---	---	---	5.187	---	---	---	
08/02/2016	14:50:12	3506		6.5535	---	---	---	20	---	---	---	1017.97	53.875	---	---	---	23.272	---	---	---	187.919	---	---	---	5.199	---	---	---	
08/02/2016	14:50:13	3507		6.5514	---	---	---	20	---	---	---	1017.95	53.875	---	---	---	23.276	---	---	---	187.94	---	---	---	5.206	---	---	---	
08/02/2016	14:50:14	3508		6.5518	---	---	---	20	---	---	---	1017.97	53.875	---	---	---	23.275	---	---	---	187.942	---	---	---	5.208	---	---	---	
08/02/2016	14:50:15	3509		6.5488	---	---	---	20	---	---	---	1018.02	53.875	---	---	---	23.28	---	---	---	187.945	---	---	---	5.212	---	---	---	
08/02/2016	14:50:16	3510		6.5444	---	---	---	20	---	---	---	1018.04	53.875	---	---	---	23.288	---	---	---	187.97	---	---	---	5.202	---	---	---	
08/02/2016	14:50:17	3511		6.541	---	---	---	20	---	---	---	1018.04	53.875	---	---	---	23.294	---	---	---	188.01	---	---	---	5.19	---	---	---	
08/02/2016	14:50:18	3512		6.5388	---	---	---	20	---	---	---	1018.05	53.875	---	---	---	23.298	---	---	---	188.048	---	---	---	5.161	---	---	---	
08/02/2016	14:50:19	3513		6.5407	---	---	---	20	---	---	---	1018.05	53.875	---	---	---	23.295	---	---	---	188.074	---	---	---	5.169	---	---	---	
08/02/2016	14:50:20	3514		6.5394	---	---	---	20	---	---	---	1018.06	53.875	---	---	---	23.297	---	---	---	188.115	---	---	---	5.184	---	---	---	
08/02/2016	14:50:21	3515		6.54	---	---	---	20	---	---	---	1018.02	53.875	---	---	---	23.296	---	---	---	188.153	---	---	---	5.199	---	---	---	
08/02/2016	14:50:22	3516		6.5359	---	---	---	20	---	---	---	1017.97	53.875	---	---	---	23.304	---	---	---	188.167	---	---	---	5.209	---	---	---	
08/02/2016	14:50:23	3517		6.5359	---	---	---	20	---	---	---	1017.94	53.875	---	---	---	23.304	---	---	---	188.19	---	---	---	5.208	---	---	---	
08/02/2016	14:50:24	3518		6.5331	---	---	---	20	---	---	---	1017.93	53.875	---	---	---	23.309	---	---	---	188.208	---	---	---	5.217	---	---	---	
08/02/2016	14:50:25	3519		6.5337	---	---	---	20	---	---	---	1017.89	53.875	---	---	---	23.308	---	---	---	188.246	---	---	---	5.215	---	---	---	
08/02/2016	14:50:26	3520		6.5331	---	---	---	20	---	---	---	1017.93	53.875	---	---	---	23.309	---	---	---	188.255	---	---	---	5.223	---	---	---	
08/02/2016	14:50:27	3521		6.5302	---	---	---	20	---	---	---	1017.94	53.875	---	---	---	23.314	---	---	---	188.282	---	---	---	5.216	---	---	---	
08/02/2016	14:50:28	3522		6.5302	---	---	---	20	---	---	---	1018	53.875	---	---	---	23.314	---	---	---	188.32	---	---	---	5.216	---	---	---	
08/02/2016	14:50:29	3523		6.526	---	---	---	20	---	---	---	1017.96	53.875	---	---	---	23.322	---	---	---	188.361	---	---	---	5.207	---	---	---	
08/02/2016	14:50:30	3524		6.525	---	---	---	20	---	---	---	1017.98	53.875	---	---	---	23.323	---	---	---	188.396	---	---	---	5.196	---	---	---	
08/02/2016	14:50:31	3525		6.5221	---	---	---	20	---	---	---	1018	53.875	---	---	---	23.329	---	---	---	188.429	---	---	---	5.179	---	---	---	
08/02/2016	14:50:32	3526		6.5228	---	---	---	20	---	---	---	1018.03	53.875	---	---	---	23.327	---	---	---	188.471	---	---	---	5.175	---	---	---	
08/02/2016	14:50:33	3527		6.519	---	---	---	20	---	---	---	1018.01	53.875	---	---	---	23.334	---	---	---	188.519	---	---	---	5.201	---	---	---	
08/02/2016	14:50:34	3528		6.5193	---	---	---	20	---	---	---	1017.98	53.875	---	---	---	23.334	---	---	---	188.543	---	---	---	5.212	---	---	---	
08/02/2016	14:50:35	3529		6.5182	---	---	---	20	---	---	---	1017.96	53.875	---	---	---	23.336	---	---	---	188.552	---	---	---	5.221	---	---	---	
08/02/2016	14:50:36	3530		6.5162	---	---	---	20	---	---	---	1017.94	53.875	---	---	---	23.339	---	---	---	188.57	---	---	---	5.203	---	---	---	
08/02/2016	14:50:37	3531		6.512	---	---	---	20	---	---	---	1017.96	53.875	---	---	---	23.347	---	---	---	188.607	---	---	---	5.192	---	---	---	
08/02/2016	14:50:38	3532		6.5097	---	---	---	20	---	---	---	1017.98	53.875	---	---	---	23.351	---	---	---	188.646	---	---	---	5.184	---	---	---	
08/02/2016	14:50:39	3533		6.5129	---	---	---	20	---	---	---	1018.03	53.875	---	---	---	23.345	---	---	---	188.678	---	---	---	5.188	---	---	---	
08/02/2016	14:50:40	3534		6.5098	---	---	---	20	---	---	---	1018.02	53.875	---	---	---	23.351	---	---	---	188.692	---	---	---	5.179	---	---	---	
08/02/2016	14:50:41	3535		6.5057	---	---	---	20	---	---	---	1018.02	53.875	---	---	---	23.358	---	---	---	188.736	---	---	---	5.171	---	---	---	
08/02/2016	14:50:42	3536		6.5006	---	---	---	20	---	---	---	1018.04	53.875	---	---	---	23.368	---	---	---	188.774	---	---	---	5.167	---	---	---	
08/02/2016	14:50:43	3537		6.4982	---	---	---	20	---	---	---	1018.03	53.875	---	---	---	23.372	---	---	---	188.816	---	---	---	5.188	---	---	---	
08/02/2016	14:50:44	3538		6.5008	---	---	---	20	---	---	---	1018.01	53.875	---	---	---	23.367	---	---	---	188.831	---	---	---	5.201	---	---	---	
08/02/2016	14:50:45	3539		6.4984	---	---	---	20	---	---	---	1017.93	53.875	---	---	---	23.372	---	---	---	188.838	---	---	---	5.217	---	---	---	
08/02/2016	14:50:46	3540		6.4975	---	---	---	20	---	---	---	1017.93	53.875	---	---	---	23.373	---	---	---	188.874	---	---	---	5.207	---	---	---	
08/02/2016	14:50:47	3541		6.4923	---	---	---	20	---	---	---	1017.94	53.875	---	---	---	23.383	---	---	---	188.911	---	---	---	5.2	---	---	---	
08/02/2016	14:50:48	3542		6.4942	---	---	---	20	---	---	---	1017.99	53.875	---	---	---	23.379	---	---	---	188.959	---	---	---	5.194	---	---	---	
08/02/2016	14:50:49	3543		6.4922	---	---	---	20	---	---	---	1017.98	53.875	---	---	---	23.383	---	---	---	188.977	---	---	---	5.199	---	---	---	
08/02/2016	14:50:50	3544		6.4927	---	---	---	20	---	---	---	1017.99	53.875	---	---	---	23.382	---	---	---	189.003	---	---	---	5.221	---	---	---	
08/02/2016	14:50:51	3545		6.4894	---	---	---	20	---	---	---	1018.01	53.875	---	---	---	23.388	---	---	---	189.027	---	---	---	5.228	---	---	---	
08/02/2016	14:50:52	3546		6.4889	---	---	---	20	---	---	---	1018.03	53.875	---	---	---	23.389	---	---	---	189.06	---	---	---	5.231	---	---	---	
08/02/2016	14:50:53	3547		6.4852	---	---	---	20	---	---	---	1018.02	53.875	---	---	---	23.396	---	---	---	189.097	---	---	---	5.217	---	---	---	
08/02/2016	14:50:54	3548		6.4837	---	---	---	20	---	---	---	1018	53.875	---	---	---	23.398	---	---	---	189.114	---	---	---	5.218	---	---	---	
08/02/2016	14:50:55	3549		6.4819	---	---	---	20	---	---	---	1018.02	53.875	---	---	---	23.402	---	---	---	189.133	---	---	---	5.199	---	---	---	
08/02/2016	14:50:56	3550		6.4788	---	---	---	20	---	---	---	1018.02	53.875	---	---	---	23.407	---	---	---	189.148	---	---	---	5.18	---	---	---	
08/02/2016	14:50:57	3551		6.4729	---	---	---	20	---	---	---	1018.01	53.875	---	---	---	23.418	---	---	---	189.188	---	---	---	5.174	---	---	---	
08/02/2016	14:50:58	3552		6.4709	---	---	---	20	---	---	---	1017.97	53.875	---	---	---	23.422	---	---	---	189.22	---	---	---	5.193	---	---	---	
08/02/2016	14:50:59	3553		6.4722	---	---	---	20	---	---	---	1017.97	53.875	---	---	---	23.419	---	---	---	189.245	---	---	---	5.199	---	---	---	
08/02/2016	14:51:00	3554		6.4763	---	---	---	20	---	---	---	1017.96	53.875	---	---	---	23.412	---	---	---	189.272	---	---	---	5.199	---	---	---	
08/02/2016	14:51:01	3555		6.475	---	---	---	20	---	---	---	1017.94	53.875	---	---	---	23.414	---	---	---	189.293	---	---	---	5.203	---	---	---	
08/02/2016	14:51:02	3556		6.4741	---	---	---	20	---	---	---	1017.95	53.875	---	---	---	23.416	---	---	---	189.327	---	---	---	5.2	---	---	---	
08/02/2016	14:51:03	3557		6.4684	---	---	---	20	---	---	---	1017.96	53.875	---	---	---	23.426	---	---	---	189.358	---	---	---	5.188	---	---	---	
08/02/2016	14:51:04	3558		6.466	---	---	---	20	---	---	---	1017.98	53.875	---	---	---	23.431	---	---	---	189.418	---	---	---	5.179	---	---	---	
08/02/2016	14:51:05	3559		6.4594	---	---	---	20	---	---	---	1017.96	53.875	---	---	---	23.443	---	---	---	189.458	---	---	---	5.184	---	---	---	
08/02/2016	14:51:06	3560		6.458	---	---	---	20	---	---	---	1017.96	53.875	---	---	---	23.445	---	---	---	189.502	---	---	---	5.175	---	---	---	
08/02/2016	14:51:07	3561		6.4575	---	---	---	20	---	---	---	1017.96	53.875	---	---	---	23.446	---	---	---	189.538	---	---	---	5.183	---	---	---	
08/02/2016	14:51:08	3562		6.4578	---	---	---	20	---	---	---	1017.97	53.875	---	---	---	23.446	---	---	---	189.554	---	---	---	5.181	---	---	---	
08/02/2016	14:51:09	3563		6.4567	---	---	---	20	---	---	---	1017.96	53.875	---	---	---	23.448	---	---	---	189.565	---	---	---	5.191	---	---	---	
08/02/2016	14:51:10	3564		6.4542	---	---	---	20	---	---	---	1017.97	53.865	---	---	---	23.452	---	---	---	189.579	---	---	---	5.187	---	---	---	
08/02/2016	14:51:11	3565		6.45	---	---	---	20	---	---	---	1017.95	53.854	---	---	---	23.46	---	---	---	189.613	---	---	---	5.189	---	---	---	
08/02/2016	14:51:12	3566		6.4518	---	---	---	20	---	---	---	1017.96	53.844	---	---	---	23.457	---	---	---	189.647	---	---	---	5.199	---	---	---	
08/02/2016	14:51:13	3567		6.4509	---	---	---	20	---	---	---	1017.96	53.854	---	---	---	23.458	---	---	---	189.669	---	---	---	5.184	---	---	---	
08/02/2016	14:51:14	3568		6.4502	---	---	---	20	---	---	---	1018	53.865	---	---	---	23.46	---	---	---	189.696	---	---	---	5.172	---	---	---	
08/02/2016	14:51:15	3569		6.4451	---	---	---	20	---	---	---	1017.98	53.875	---	---	---	23.469	---	---	---	189.733	---	---	---	5.163	---	---	---	
08/02/2016	14:51:16	3570		6.4404	---	---	---	20	---	---	---	1017.97	53.865	---	---	---	23.478	---	---	---	189.766	---	---	---	5.177	---	---	---	
08/02/2016	14:51:17	3571		6.44	---	---	---	20	---	---	---	1017.95	53.865	---	---	---	23.478	---	---	---	189.812	---	---	---	5.19	---	---	---	
08/02/2016	14:51:18	3572		6.4387	---	---	---	20	---	---	---	1018	53.865	---	---	---	23.481	---	---	---	189.847	---	---	---	5.192	---	---	---	
08/02/2016	14:51:19	3573		6.4388	---	---	---	20	---	---	---	1018.01	53.875	---	---	---	23.481	---	---	---	189.877	---	---	---	5.185	---	---	---	
08/02/2016	14:51:20	3574		6.4373	---	---	---	20	---	---	---	1018	53.875	---	---	---	23.483	---	---	---	189.91	---	---	---	5.198	---	---	---	
08/02/2016	14:51:21	3575		6.434	---	---	---	20	---	---	---	1017.95	53.875	---	---	---	23.489	---	---	---	189.927	---	---	---	5.204	---	---	---	
08/02/2016	14:51:22	3576		6.4326	---	---	---	20	---	---	---	1017.94	53.875	---	---	---	23.492	---	---	---	189.939	---	---	---	5.204	---	---	---	
08/02/2016	14:51:23	3577		6.4316	---	---	---	20	---	---	---	1017.92	53.875	---	---	---	23.494	---	---	---	189.944	---	---	---	5.192	---	---	---	
08/02/2016	14:51:24	3578		6.4337	---	---	---	20	---	---	---	1017.89	53.875	---	---	---	23.49	---	---	---	189.961	---	---	---	5.186	---	---	---	
08/02/2016	14:51:25	3579		6.4346	---	---	---	20	---	---	---	1017.9	53.875	---	---	---	23.488	---	---	---	190.007	---	---	---	5.205	---	---	---	
08/02/2016	14:51:26	3580		6.4313	---	---	---	20	---	---	---	1017.9	53.875	---	---	---	23.494	---	---	---	190.021	---	---	---	5.194	---	---	---	
08/02/2016	14:51:27	3581		6.427	---	---	---	20	---	---	---	1017.96	53.875	---	---	---	23.502	---	---	---	190.065	---	---	---	5.21	---	---	---	
08/02/2016	14:51:28	3582		6.4244	---	---	---	20	---	---	---	1017.96	53.865	---	---	---	23.507	---	---	---	190.09	---	---	---	5.176	---	---	---	
08/02/2016	14:51:29	3583		6.4234	---	---	---	20	---	---	---	1018	53.865	---	---	---	23.509	---	---	---	190.143	---	---	---	5.188	---	---	---	
08/02/2016	14:51:30	3584		6.4237	---	---	---	20	---	---	---	1017.99	53.865	---	---	---	23.508	---	---	---	190.154	---	---	---	5.184	---	---	---	
08/02/2016	14:51:31	3585		6.4208	---	---	---	20	---	---	---	1017.99	53.875	---	---	---	23.514	---	---	---	190.192	---	---	---	5.185	---	---	---	
08/02/2016	14:51:32	3586		6.4176	---	---	---	20	---	---	---	1017.98	53.875	---	---	---	23.52	---	---	---	190.205	---	---	---	5.185	---	---	---	
08/02/2016	14:51:33	3587		6.4127	---	---	---	20	---	---	---	1017.97	53.875	---	---	---	23.529	---	---	---	190.249	---	---	---	5.17	---	---	---	
08/02/2016	14:51:34	3588		6.4121	---	---	---	20	---	---	---	1017.96	53.865	---	---	---	23.53	---	---	---	190.284	---	---	---	5.176	---	---	---	
08/02/2016	14:51:35	3589		6.4082	---	---	---	20	---	---	---	1017.96	53.854	---	---	---	23.537	---	---	---	190.329	---	---	---	5.179	---	---	---	
08/02/2016	14:51:36	3590		6.4069	---	---	---	20	---	---	---	1017.97	53.844	---	---	---	23.539	---	---	---	190.355	---	---	---	5.198	---	---	---	
08/02/2016	14:51:37	3591		6.4051	---	---	---	20	---	---	---	1018.01	53.844	---	---	---	23.543	---	---	---	190.353	---	---	---	5.22	---	---	---	
08/02/2016	14:51:38	3592		6.4064	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.54	---	---	---	190.389	---	---	---	5.215	---	---	---	
08/02/2016	14:51:39	3593		6.4035	---	---	---	20	---	---	---	1017.99	53.844	---	---	---	23.546	---	---	---	190.444	---	---	---	5.207	---	---	---	
08/02/2016	14:51:40	3594		6.4013	---	---	---	20	---	---	---	1017.95	53.844	---	---	---	23.55	---	---	---	190.517	---	---	---	5.208	---	---	---	
08/02/2016	14:51:41	3595		6.3938	---	---	---	20	---	---	---	1017.96	53.844	---	---	---	23.564	---	---	---	190.562	---	---	---	5.203	---	---	---	
08/02/2016	14:51:42	3596		6.3905	---	---	---	20	---	---	---	1017.96	53.844	---	---	---	23.57	---	---	---	190.607	---	---	---	5.205	---	---	---	
08/02/2016	14:51:43	3597		6.3867	---	---	---	20	---	---	---	1017.96	53.844	---	---	---	23.577	---	---	---	190.643	---	---	---	5.195	---	---	---	
08/02/2016	14:51:44	3598		6.3889	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.573	---	---	---	190.691	---	---	---	5.196	---	---	---	
08/02/2016	14:51:45	3599		6.3878	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.575	---	---	---	190.709	---	---	---	5.199	---	---	---	
08/02/2016	14:51:46	3600		6.3839	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.582	---	---	---	190.716	---	---	---	5.206	---	---	---	
08/02/2016	14:51:47	3601		6.3855	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.579	---	---	---	190.708	---	---	---	5.218	---	---	---	
08/02/2016	14:51:48	3602		6.3864	---	---	---	20	---	---	---	1018.02	53.844	---	---	---	23.577	---	---	---	190.719	---	---	---	5.214	---	---	---	
08/02/2016	14:51:49	3603		6.385	---	---	---	20	---	---	---	1018.02	53.844	---	---	---	23.58	---	---	---	190.767	---	---	---	5.226	---	---	---	
08/02/2016	14:51:50	3604		6.3823	---	---	---	20	---	---	---	1017.97	53.844	---	---	---	23.585	---	---	---	190.811	---	---	---	5.227	---	---	---	
08/02/2016	14:51:51	3605		6.3769	---	---	---	20	---	---	---	1017.97	53.844	---	---	---	23.595	---	---	---	190.851	---	---	---	5.22	---	---	---	
08/02/2016	14:51:52	3606		6.3756	---	---	---	20	---	---	---	1017.98	53.844	---	---	---	23.597	---	---	---	190.873	---	---	---	5.201	---	---	---	
08/02/2016	14:51:53	3607		6.3697	---	---	---	20	---	---	---	1018.01	53.844	---	---	---	23.608	---	---	---	190.896	---	---	---	5.206	---	---	---	
08/02/2016	14:51:54	3608		6.3691	---	---	---	20	---	---	---	1017.96	53.844	---	---	---	23.609	---	---	---	190.913	---	---	---	5.218	---	---	---	
08/02/2016	14:51:55	3609		6.3681	---	---	---	20	---	---	---	1017.94	53.844	---	---	---	23.611	---	---	---	190.942	---	---	---	5.223	---	---	---	
08/02/2016	14:51:56	3610		6.3711	---	---	---	20	---	---	---	1017.89	53.844	---	---	---	23.606	---	---	---	190.97	---	---	---	5.193	---	---	---	
08/02/2016	14:51:57	3611		6.3663	---	---	---	20	---	---	---	1017.93	53.844	---	---	---	23.615	---	---	---	191.013	---	---	---	5.186	---	---	---	
08/02/2016	14:51:58	3612		6.3643	---	---	---	20	---	---	---	1017.97	53.844	---	---	---	23.618	---	---	---	191.05	---	---	---	5.189	---	---	---	
08/02/2016	14:51:59	3613		6.3622	---	---	---	20	---	---	---	1017.97	53.854	---	---	---	23.622	---	---	---	191.064	---	---	---	5.206	---	---	---	
08/02/2016	14:52:00	3614		6.3644	---	---	---	20	---	---	---	1018	53.865	---	---	---	23.618	---	---	---	191.099	---	---	---	5.204	---	---	---	
08/02/2016	14:52:01	3615		6.3662	---	---	---	20	---	---	---	1017.99	53.865	---	---	---	23.615	---	---	---	191.115	---	---	---	5.198	---	---	---	
08/02/2016	14:52:02	3616		6.364	---	---	---	20	---	---	---	1018.04	53.854	---	---	---	23.619	---	---	---	191.171	---	---	---	5.193	---	---	---	
08/02/2016	14:52:03	3617		6.3617	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.623	---	---	---	191.198	---	---	---	5.189	---	---	---	
08/02/2016	14:52:04	3618		6.3597	---	---	---	20	---	---	---	1017.98	53.844	---	---	---	23.627	---	---	---	191.22	---	---	---	5.196	---	---	---	
08/02/2016	14:52:05	3619		6.3579	---	---	---	20	---	---	---	1017.94	53.844	---	---	---	23.63	---	---	---	191.246	---	---	---	5.203	---	---	---	
08/02/2016	14:52:06	3620		6.3583	---	---	---	20	---	---	---	1017.97	53.844	---	---	---	23.63	---	---	---	191.255	---	---	---	5.211	---	---	---	
08/02/2016	14:52:07	3621		6.356	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.634	---	---	---	191.29	---	---	---	5.205	---	---	---	
08/02/2016	14:52:08	3622		6.3565	---	---	---	20	---	---	---	1018.02	53.844	---	---	---	23.633	---	---	---	191.294	---	---	---	5.199	---	---	---	
08/02/2016	14:52:09	3623		6.3545	---	---	---	20	---	---	---	1017.98	53.844	---	---	---	23.637	---	---	---	191.325	---	---	---	5.202	---	---	---	
08/02/2016	14:52:10	3624		6.354	---	---	---	20	---	---	---	1017.98	53.844	---	---	---	23.638	---	---	---	191.348	---	---	---	5.207	---	---	---	
08/02/2016	14:52:11	3625		6.3469	---	---	---	20	---	---	---	1017.97	53.844	---	---	---	23.651	---	---	---	191.394	---	---	---	5.238	---	---	---	
08/02/2016	14:52:12	3626		6.3465	---	---	---	20	---	---	---	1018.01	53.844	---	---	---	23.652	---	---	---	191.42	---	---	---	5.24	---	---	---	
08/02/2016	14:52:13	3627		6.3404	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.663	---	---	---	191.442	---	---	---	5.23	---	---	---	
08/02/2016	14:52:14	3628		6.3388	---	---	---	20	---	---	---	1018.01	53.844	---	---	---	23.666	---	---	---	191.474	---	---	---	5.204	---	---	---	
08/02/2016	14:52:15	3629		6.3351	---	---	---	20	---	---	---	1017.99	53.844	---	---	---	23.673	---	---	---	191.506	---	---	---	5.198	---	---	---	
08/02/2016	14:52:16	3630		6.3329	---	---	---	20	---	---	---	1017.99	53.844	---	---	---	23.677	---	---	---	191.539	---	---	---	5.224	---	---	---	
08/02/2016	14:52:17	3631		6.3342	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.675	---	---	---	191.574	---	---	---	5.218	---	---	---	
08/02/2016	14:52:18	3632		6.3349	---	---	---	20	---	---	---	1018.02	53.844	---	---	---	23.673	---	---	---	191.609	---	---	---	5.23	---	---	---	
08/02/2016	14:52:19	3633		6.3367	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.67	---	---	---	191.651	---	---	---	5.218	---	---	---	
08/02/2016	14:52:20	3634		6.338	---	---	---	20	---	---	---	1018.01	53.844	---	---	---	23.668	---	---	---	191.676	---	---	---	5.221	---	---	---	
08/02/2016	14:52:21	3635		6.333	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.677	---	---	---	191.706	---	---	---	5.2	---	---	---	
08/02/2016	14:52:22	3636		6.3292	---	---	---	20	---	---	---	1018	53.844	---	---	---	23.684	---	---	---	191.712	---	---	---	5.194	---	---	---	
08/02/2016	14:52:23	3637		6.3209	---	---	---	20	---	---	---	1017.95	53.844	---	---	---	23.7	---	---	---	191.721	---	---	---	5.202	---	---	---	
08/02/2016	14:52:24	3638		6.3205	---	---	---	20	---	---	---	1017.96	53.844	---	---	---	23.7	---	---	---	191.758	---	---	---	5.207	---	---	---	
08/02/2016	14:52:25	3639		6.3227	---	---	---	20	---	---	---	1017.97	53.844	---	---	---	23.696	---	---	---	191.797	---	---	---	5.213	---	---	---	
08/02/2016	14:52:26	3640		6.3247	---	---	---	20	---	---	---	1018.01	53.844	---	---	---	23.693	---	---	---	191.854	---	---	---	5.2	---	---	---	
