Wreck ID;Strauss ID;Name;Parker Number;Sea area;Country;Region;Latitude;Longitude;Min depth;Max depth;Depth;Period;Dating;Earliest date;Latest date;Date range;Mid point of date range;Probability;Place of origin;Place of destination;Reference;Comments;Amphorae;Marble;Columns etc;Sarcophagi;Blocks;Marble type;Other cargo;Hull remains;Shipboard paraphernalia;Ship equipment;Estimated tonnage;Amphora type
9019;0;Cape Kaliakra;;Black Sea;Bulgaria;;0;0;5;6;6m;Byzantine;C5th-6th AD;400;600;0;0;0;;;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;A cargo of amphorae has been found 100m from the shore;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9020;0;Cape Cherni nos 2;;Black Sea;Bulgaria;;0;0;0;0;;Hellenistic;C4th BC;-400;-300;0;0;0;;;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9021;0;Cape Cherni nos 3;;Black Sea;Bulgaria;;0;0;0;0;;Classical Greek;C6th-5th BC;-600;-400;0;0;0;;;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9022;0;Kekova Oludeniz;;;Turkey;;0;0;0;0;;;;1;750;0;0;0;;;S. Kingsley, 46;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9023;0;Cap de Volt;;Western Mediterranean;Spain;French border;0;0;0;0;;Roman Imperial;turn of C1st BC - AD;-10;5;0;0;0;Barcino/ Baetulo, Spain;;C. Carreras Montfort and P. Berni Millet in Rivet and Sciallano (eds), Vivre, Produire et Echanger: Reflets Mediterraneans. Melanges offerts a Bernard Liou (2002), 359-369;;SAND;FALSK;FALSK;FALSK;FALSK;;;A mast-step coin, a bronze of Saguntum, was found.;;;0;
9024;0;Chretienne H;;Western Mediterranean;France;Var;0;0;0;0;;Roman Imperial;early C1st AD;15;20;0;0;0;Llobregat and Maresme, Spain;;"J.-P. Joncheray, Cahiers d'Archeologie Subaquatique 13 (1997), 137-164; C. Carreras Montfort and P. Berni Millet in Rivet and Sciallano (eds), Vivre, Produire et Echanger: Reflets Mediterraneans. Melanges offerts a Bernard Liou (2002), 359-369";This is probably the best known shipwreck carrying Tarraconense amphorae, containing both Pascual 1 and Dr 2-4;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9025;0;Bozburun tile wreck;;;Turkey;Bozburun;36,67267;28,1607;0;0;;Roman Imperial;;-30;400;0;0;0;;;http://www.rpmnautical.org/tilewreck.htm           J. Royal, IJNA 37 (2008), 88-97;The site is a small mound measuring c 21 x 10m comprising both cover and pan tiles still in their stacked positions. A trail of amphorae starting about 10m from the site and continuing 600m away contains at least 3 concentrated depostis of numerous large body sherds and upper portions, a formation possibly caused by drag nets.;SAND;FALSK;FALSK;FALSK;FALSK;;Roof tiles, both cover and pan: over 10 of red fabric with white inclusions have been exposed possibly by an octupus (!). The cover tiles are about 1m long and 0.2-0.3m  wide, and slightly rounded to form a convex shape that is more acute at their edges than at the centre, stacked one upon the other and lying on their sides.;;;;0;
9026;0;Çamalti Burnu 2;;;Turkey;Marmara islands;40,64299;27,52349;0;0;;Byzantine;C11th AD;1000;1100;0;0;0;;;http://www.nautarch.org/sites.htm;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9027;0;Sette Fratelli;;;Italy;Giardini Naxos, Sicily;0;0;0;0;;Hellenistic;C4th BC;-400;-300;0;0;0;;;http://www.sportesport.it/wrecksSI005.htm;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;"A large volcanic-stone anchor (left), about 1m long, was recovered from the wreck: this kind of anchor was successive to the ancient ""three holes"" lithic anchors, and represent an evolution to the form and the function of the lead ones.";0;
9028;0;Les Catalans 2;;Western Mediterranean;France;Bouches-du-Rhône;43,28306;5,34321;8;15;15m;Roman Imperial;mid C1st AD - C3rd AD;50;200;0;0;0;;;L. Long and A. Hermary, Cahiers d'Archeologie Subaquatique 16 (2007), 117-130;A small bronze statue, fragments of 2 marble statues and a great number of unfinished architectural pieces were found 2001-2004. They may come from one wreck.;FALSK;SAND;SAND;FALSK;FALSK;The remains of 2 white marble statues.  One of the statues (46cm high) ressembles an Apollo although there is no head, datable to mid C1st AD, whilst the other is simply part of a female foot with a sandal. A great number of unfinished architectural pieces - columns, architraves, capitals, slabs - may or may not be from the same wreck.;The small bronze statue represents Apollo as well and is 12cm high, found 138m away from the marble statues. It is of mediocre quality and is datable to the Roman Imperial period.;;;;0;
9029;0;Golfo di Porto Azzurro;;;Italy;Elba, Tuscany;42,7621;10,39753;20;20;20m;;;1;400;0;0;0;;;http://www.elba-vacanze.net/pagina.php?ling=i&rif_pagina=127&rif_argo=69&rif_tema=2&rif_cap=&rif_cap=41&p=0#;An unexplored Roman wreck with a cargo of tubi fittili per condutture;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9030;0;Aci Trezza 1;;;Italy;Sicily;37,55855;15,16199;25;35;35m;Roman Imperial;C1st-4th AD;1;400;0;0;0;;;http://www.sportesport.it/wrecksSI015.htm;;SAND;FALSK;FALSK;FALSK;FALSK;;;Tiles from the cabin.;;Lead and iron anchors;0;
9031;0;Aci Trezza 2;;;Italy;Sicily;37,55917;15,1656;18;18;18m;Roman Imperial;C1st-4th AD;1;400;0;0;0;;;http://www.sportesport.it/wrecksSI015.htm;This second ship was found near the harbour of the Southern rock of Ciclopi Islets.;FALSK;FALSK;FALSK;FALSK;FALSK;;A cargo of millstones, of which 20 have been recovered and are now exhibited at Naxos Antiquarium.;;"A beautiful lead  ""Romano da Stadera"",  (a balance weight) representing Athena  was found between two rocks: it was probably used as a sound.";;0;
9032;0;Isola Rossa 2;;;Italy;Golfo dell'Asinara, N Sardinia;41,01725;8,84579;300;300;300m;;;-30;200;0;0;0;Baetica;Rome;http://www.archaeogate.org/subacquea/article/678/1/trovati-due-relitti-nei-fondali-del-golfo-dellasinara.html;A Roman wreck found during a deep marine survey in 2007.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9033;0;Isola Rossa 3;;;Italy;Golfo dell'Asinara, N Sardinia;41,01725;8,84579;200;200;200m;Late Roman?;C3rd -4th AD?;200;400;0;0;0;Lusitania;Rome;http://www.archaeogate.org/subacquea/article/678/1/trovati-due-relitti-nei-fondali-del-golfo-dellasinara.html;The second ancient wreck found during a deep marine survey in 2007;SAND;FALSK;FALSK;FALSK;FALSK;;A concretion probably of metal;;;;0;
9034;0;Pisa Hellenistic ship;;;Italy;Tuscany;43,72388;10,38813;0;0;0m;Hellenistic;early C2nd BC;-200;-175;0;0;0;Southern Spain via Marseilles;Pisa;"S. Bruni (ed.), Le Navi Antichi di Pisa: ad un Anno dall'Inizio delle Ricerche (2000);  G. Belluomini et al, Science and Technology for Cultural Heritage 11 (2002); M. Colombini et al, Archaeolmetry 45 (2003), 659-674; A. Camilli, Archaeologia Maritima Mediterranea 1 (2004), 53-75; E. Pecchioni et al, Arcaeometry 49 (2007), 1-22                           http://www.cantierenavipisa.it/Scavo_NaveEllenistica.html";One of nineteen well-preserved ancient ships found during construction work in San Rossore railway station, Pisa. A medium-sized merchant ship from Spain, with an estimated half of its cargo still on board. It had broken up as a result of a violent crash against the quayside, probably caused by a huge flood.;SAND;FALSK;FALSK;FALSK;FALSK;;;A few remains, indicating medium-sized vessel.;Ceramics including numerous kalathoi from southern Spain. An Iberian area origin is also given to the thymiateria, while some unguentari  seem of a massaliota production and one, of remarkable dimensions, seems to have been produced in Ampurias. Bones including the front shoulders of a pig were also found.;Ballast stones.;42;
9035;0;Comacchio;;;Italy;;0;0;0;0;;Roman Republic;C1st BC;-100;-1;0;0;0;;;"F. Berti (ed), Fortuna Maris: la nave romana di Comacchio (1990); M. Polzer, IJNA 37 (2008), 225-252.            http://www2.rgzm.de/Navis/Ships/Ship050/RelittoDiComacchio.htm                          http://www.sullacrestadellonda.it/archeo/comacchio.htm";;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;Wooden toggle;0;
9036;0;Cape Zevgari;;;Cyprus;Episkopi Bay, southern Cyprus;0;0;5;7;7m;Late Roman;C6th-7th AD;500;700;0;0;0;;;J. Leidwanger, IJNA 36 (2007), 308-316;Discovered during an INA underwater survey in 2003, one of two Late Roman wrecks found near Kourion. The site measures 35 x 15m;SAND;FALSK;FALSK;FALSK;FALSK;;;;;A small rectangular blick of lead, pierced twice, apparently to be fixed with square nails cf C7th Yassi Ada with 4 of them - possibly some part of the galley or steering-oar complex.;0;
9037;0;Avidmou Bay;;;Cyprus;Episkopi Bay, S Cyprus;0;0;3;4;4m;Late Roman;mid-late C5th AD;450;500;0;0;0;Southern Levant or Cyprus;Southern Levant or Cyprus;J. Leidwanger, IJNA 36 (2007), 308-316;One of two Late Roman wrecks found in an INA underwater survey in 2004 near Kourion. Amphora numbers are uncertain as the site suffers from shifting sands and the amphorae may have been being recycled in which case the ship's final journey would have started in Cyprus, returning to the Gaza area for refilling.;SAND;FALSK;FALSK;FALSK;FALSK;;Millstones;;;Eleven stone anchors may or may not be part of this wreck.;0;
9038;0;Skerki Bank Keith Reef 2;;;International waters;Between Sicily, Sardinia and Tunisia;0;0;50;60;60m;Roman Imperial;mid C2nd AD;150;175;0;0;0;;;C. Weitmeyer and H. Dohler, IJNA 38 (2009), 254-280;Only a small number of amphorae were found which suggests that the ship's main cargo was organic, ie grain;FALSK;FALSK;FALSK;FALSK;FALSK;;;;The neck of a Beltran 2b amphora, abig flat-based amphora, a tile and an oil lamp with the inscription IVNDRA. .;;0;
9039;0;Skerki Bank Keith Reef 3;;;International waters;Between Sicily, Sardinia and Tunisia;0;0;50;60;60m;Late Roman;1st half C5th AD;400;450;0;0;0;;;C. Weitmeyer and H. Dohler, IJNA 38 (2009), 254-280;A cargo of Late Roman amphorae and amphorettas;SAND;FALSK;FALSK;FALSK;FALSK;;Seven mortaria, a rare find in late Roman wrecks, cf Ustica wreck;;;;0;
9040;0;Skerki Bank Keith Reef 4;;;International waters;Between Sicily, Sardinia and Tunisia;0;0;10;20;20m;Roman;C4th BC-C4th AD;-400;400;0;0;0;;;C. Weitmeyer and H. Dohler, IJNA 38 (2009), 254-280;Several pieces of raw glass were found together with ceramic sherds too small to be datable. It is probable that they formed the cargo of a Roman wreck.;FALSK;FALSK;FALSK;FALSK;FALSK;;Pieces of raw glass, yellow, green and blue in colour, and weighing between 24 and 126gm. Analysis suggests that are ancient since they consist of sodium silicate which is typical of Roman glass.;;;;0;
9041;0;Skerki Bank Keith Reef 5;;;International waters;Between Sicily, Sardinia and Tunisia;0;0;10;10;10m;Roman?;C2nd BC - 4th AD?;-200;400;0;0;0;;;C. Weitmeyer and H. Dohler, IJNA 38 (2009), 254-280;At least 5 lead ingots weighing between 20 and 25kg were found together, presumably part of a Roman cargo.;FALSK;FALSK;FALSK;FALSK;FALSK;;At least 5 lead ingots, weighing between 20 and 25kg, some of which bear stamps.;;;;0;
9042;0;Vasiliko Bay Byzantine wrecks;;Aegean;Greece;Peristera Island, N Sporades;39,16879;23,98521;60;60;60m;Byzantine;C10th-12th AD?;900;1100;0;0;0;;;K. Delaporta et al, IJNA 35 (2006), 79-88;"Two large Byzantine shipwreck amphora mounds lie close to one another; a third was found a few hundred metres away in 2001 by the Greek-Norwegian deep-water archaeological survey team.Several hundred amphorae form a mound 17.5m long.";SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9043;0;Cape Glavat/Mljet B;704;Adriatic;Croatia;NW side of Mljet island;42,8;17,38333;30;50;50m;Roman Imperial;end C1st AD;75;100;0;0;0;central western Italy;Aegean;M. Jurisic, Ancient Shipwrecks of the Adriatic (2000), no. 10;Dating of this wreck may be adjusted to 40-80 AD on the basis of the Italian terra sigillata Drag, 24/25?;SAND;FALSK;FALSK;FALSK;FALSK;;Southern Italian pottery, 'orlo bifido' dishes with the plates/ lids (more than 500) and 15 Pompeian red plates. Great quantities of rough glass clumps.;Well preserved parts of the hull were found (7m long).;Italian terra sigillata Drag, 24/25 bearing the stamps PESCECLE and C.IUL.FIR (Pescenius Clemens and Caius Iulius Firmus) and  some eastern ware Five oil lamps and 2 glass vessels were of western origin. A few necks of Cretan amphorae, a number of  ECW pottery (mugs, jugs, dishes and lids) were of eastern origin.;A lead anchor stock of  so-called movable model with astragali relief, 6 braces and part of a bronze steelyard were found.;0;
9044;0;Saintes-Maries-de-la-mer 9;;Western Mediterranean;France;Bouches-du-Rhône;43,44328;4,451;12;13;13m;Roman;;-150;400;0;0;0;;;"L. Long, Bilan Scientifique 1996, 75; Bilan Scientifique 1998, 34-35; Bilan Scientifique, 2002, 43; Bilan Scientifique 2005, 50-51";Another wreck of iron ingots;FALSK;FALSK;FALSK;FALSK;FALSK;;Hundreds of iron ingots of differing sizes in 4 rows and at least 2 layers in concreted masses, some stamped. A piece of ceramic?;A few planks, copper nails.;A Mayence type sword which dates the wreck to C1st AD.;;150;
9045;0;Saintes-Maries-de-la-mer 11;;Western Mediterranean;France;Bouches-du-Rhône;43,42621;4,38268;12;14;14m;;Roman ??;-150;400;0;0;0;;;Bilan Scientifique 1998, 36;;FALSK;FALSK;FALSK;FALSK;FALSK;;Iron ingots amalgamated with fragments of amphorae.;Some frames;;An iron anchor.;0;
9046;0;Saintes-Maries-de-la-mer 13;;Western Mediterranean;France;Bouches-du-Rhône;43,42883;4,382;12;14;14m;;;;;0;0;0;;;Bilan Scientifique 1998, 36;Another shipwreck of iron ingots.;FALSK;FALSK;FALSK;FALSK;FALSK;;Iron ingots;Fragments of wood.;;An iron anchor was found 20m away;0;
9047;0;Saintes-Maries-de-la-mer 23;;Western Mediterranean;France;Bouches-du-Rhône;43,42895;4,40895;15;16;16m;Roman Republic/Imperial;C1st BC- AD;-100;100;0;0;0;;;"Bilan Scientifique 2001, 50; Bilan Scientifique 2003, 65";Another wreck of iron ingots;FALSK;FALSK;FALSK;FALSK;FALSK;;Iron ingots in mass concretions, 3m x 2m;;A basket/ container of small iron nails.;;0;
9048;0;Saintes-Maries-de-la-Mer 25;;Western Mediterranean;France;Bouches-du-Rhône;43,44082;4,45289;12;13;13m;Roman Republic/Imperial;mid C1st BC- AD;-50;50;0;0;0;;;"Bilan Scientifique 2003, 65-66; Bilan Scientifique 2005, 48";Another wreck of iron ingots;SAND;FALSK;FALSK;FALSK;FALSK;;About 50 tons of iron bars and ingots in concretion.;;;A stockless lead anchor, 2.65m long, and an iron anchor;50;
9049;0;La Plage d'Argent 2;;Western Mediterranean;France;Var;43,00707;6,19028;8;8;8m;Roman Republic;end C2nd - first half 1st BC;-125;-50;0;0;0;;;Bilan Scientifique 1999, 62-63;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9050;0;Camarina bronzes;;;Italy;Sicily;36,84438;14,45011;7;7;7m;Roman Imperial;C1st-2nd AD;1;200;0;0;0;;;http://www.archeosub.it/news2000/news0011.htm#camarina;A cargo of bronzes discovered in 2000.;SAND;FALSK;FALSK;FALSK;FALSK;;Bronze objects including oil lamps, bronzes similar to those found in the noble houses of Pompeii and Herculaneum, decorative pots, braziers, chandeliers and parts of statuettes of Mercury.;;A 35 cm section of a small altar.;;0;
9051;0;Mezzaluna;;;Italy;Sardinia;38,9556;8,60916;10;10;1om;Medieval;;1000;1500;0;0;0;;;http://www.archaeogate.org/subacquea/article/115/2/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html;The hull of this medieval ship whose cargo was amphorae is currently covered by sand.;SAND;FALSK;FALSK;FALSK;FALSK;;;At the time of survey (1989) the shell of this 18-20m long ship was exposed and between the frames were the remains of two boxes of iron about. 2 x 1m each, covered by concretions.;;;0;
9052;0;East Porto Pino;;;Italy;Sardinia;38,9607;8,60469;11;11;11m;Medieval;;1000;1500;0;0;0;Islamic Maghreb?;;http://www.archaeogate.org/subacquea/article/115/2/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html;The remains of a cargo vessel which extends over an area of about 20 x 20m.;SAND;FALSK;FALSK;FALSK;FALSK;;;None.;;;0;
9053;0;Porto Pino;;;Italy;Sardinia;38,96106;8,59916;7;7;7m;Roman Imperial;C2nd AD;100;200;0;0;0;;;http://www.archaeogate.org/subacquea/article/115/2/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html;A 10m long site of Afircan amphorae;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9054;0;Punta Tonnara;;;Italy;Sardinia;38,95499;8,58813;18;23;23m;Medieval;;1000;1500;0;0;0;Islamic Mahgreb?;;http://www.archaeogate.org/subacquea/article/115/2/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html;;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9055;0;Guardia de su Turcu;;;Italy;Sardinia;38,9919;8,56246;13;13;13m;Medieval;;1000;1500;0;0;0;Islamic Mahgreb?;;http://www.archaeogate.org/subacquea/article/115/2/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9056;0;Cala del Falco 2;;;Italy;Sardinia;40,65536;8,18344;7;7;7m;Roman Imperial;second quarter C1st AD;25;50;0;0;0;;;http://www.archaeogate.org/subacquea/article/115/3/rinvenimenti-archeologici-subacquei-in-sardegna-sud-occ.html;A second Roman wreck in the bay;SAND;FALSK;FALSK;FALSK;FALSK;;;;;Two lead anchor stocks.;0;
9057;0;L'Asinara 1;;;Italy;Sardinia;41,03112;8,73516;300;300;300m;Roman Imperial;C1st-2nd AD;50;200;0;0;0;Baetica;;http://www.archaeogate.org/subacquea/article/678/1/trovati-due-relitti-nei-fondali-del-golfo-dellasinara.html;A very deep wreck examined by ROV in 2007.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9058;0;Olbia Late Roman 2;;;Italy;Sardinia;40,91148;9,50738;0;0;0m;Late Roman;C5th AD;400;500;0;0;0;;;R. D'Oriano, Archeologia in Sardegna, 2007,  98-103;Three other C5th AD wrecks found during construction works in Olbia and excavated between 1999 and 2001.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9059;0;Olbia medieval;;;Italy;Sardinia;40,91148;9,50738;0;0;0m;Medieval;C11th-15th AD;1000;1500;0;0;0;;;R. D'Oriano, Archeologia in Sardegna, 2007,  98-103;Five small wrecks from the eleventh, fourteenth and fifteenth centuries have been found during construction work in Olbia and excavated between 1999 and 2001.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9060;0;Isola della Gallinara (Savona);;;Italy;Liguria;44,02648;8,22996;50;50;50m;Roman Republic;C1st BC;-100;-1;0;0;0;Campania;;http://www.archeosub.it/news2003/news0311.htm#savona;A mound of intact Dr 1 amphorae and 'other cargo'  filmed in 2003 covers an area 20 x 10m.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
