DOID	DOTerm	p	p.adjust	geneRatio	bgRatio	cg
DOID:13401	angioid streaks	1	1	0/91	2/15106	
DOID:13402	skin sarcoidosis	1	1	0/91	1/15106	
DOID:13403	neurosarcoidosis	1	1	1/91	2/15106	1636
DOID:13405	cardiac sarcoidosis	1	1	1/91	5/15106	1636
DOID:13406	pulmonary sarcoidosis	1	1	4/91	43/15106	7422,7124,581,54209
DOID:13413	hepatic encephalopathy	1	1	2/91	13/15106	7124,3162
DOID:1342	congenital hypoplastic anemia	1	1	13/91	345/15106	836,3553,7124,351,498,4852,5697,274,1139,2099,348,627,581
DOID:13450	coccidioidomycosis	1	1	0/91	2/15106	
DOID:13452	scleritis	1	1	0/91	6/15106	
DOID:13476	supraglottis cancer	1	1	0/91	5/15106	
DOID:13477	balanitis xerotica obliterans	1	1	0/91	3/15106	
DOID:13481	thanatophoric dysplasia	1	1	0/91	5/15106	
DOID:13482	Proteus syndrome	1	1	0/91	2/15106	
DOID:13501	Moebius syndrome	1	1	0/91	9/15106	
DOID:13515	tuberous sclerosis	1	1	3/91	56/15106	7124,3630,581
DOID:1352	paranasal sinus disease	1	1	1/91	45/15106	54209
DOID:13533	osteopetrosis	1	1	0/91	26/15106	
DOID:13544	low tension glaucoma	1	1	3/91	33/15106	3553,4524,4846
DOID:13548	secondary Parkinson disease	1	1	0/91	2/15106	
DOID:1357	maxillary sinus cancer	1	1	0/91	2/15106	
DOID:13579	kwashiorkor	1	1	0/91	2/15106	
DOID:13593	eclampsia	1	1	2/91	22/15106	7422,4846
DOID:13603	obstructive jaundice	1	1	1/91	6/15106	3162
DOID:13608	biliary atresia	1	1	2/91	74/15106	1191,7422
DOID:13619	extrahepatic cholestasis	1	1	0/91	1/15106	
DOID:13628	favism	1	1	0/91	2/15106	
DOID:13629	dentine erosion	1	1	0/91	1/15106	
DOID:1363	ethmoid sinus cancer	1	1	0/91	4/15106	
DOID:13677	SAPHO syndrome	1	1	0/91	6/15106	
DOID:13714	anodontia	1	1	0/91	1/15106	
DOID:13757	excessive tearing	1	1	0/91	2/15106	
DOID:13767	clonorchiasis	1	1	0/91	5/15106	
DOID:13768	opisthorchiasis	1	1	0/91	5/15106	
DOID:13774	Addison's disease	1	1	0/91	34/15106	
DOID:13777	epidermodysplasia verruciformis	1	1	0/91	10/15106	
DOID:13781	hypermobility syndrome	1	1	0/91	5/15106	
DOID:13809	familial combined hyperlipidemia	1	1	2/91	33/15106	348,5468
DOID:1383	sweat gland disease	1	1	5/91	103/15106	7124,5663,596,23385,3553
DOID:13832	patent ductus arteriosus	1	1	2/91	21/15106	7422,4524
DOID:1386	abetalipoproteinemia	1	1	1/91	7/15106	348
DOID:1387	hypolipoproteinemia	1	1	2/91	15/15106	351,348
DOID:13884	sick sinus syndrome	1	1	0/91	10/15106	
DOID:1389	polyneuropathy	1	1	3/91	71/15106	7124,3553,4353
DOID:13891	bird fancier's lung	1	1	0/91	1/15106	
DOID:139	squamous cell papilloma	1	1	0/91	1/15106	
DOID:1390	hypobetalipoproteinemia	1	1	0/91	6/15106	
DOID:13909	red-green color blindness	1	1	0/91	2/15106	
DOID:13910	red color blindness	1	1	0/91	2/15106	
DOID:13911	achromatopsia	1	1	0/91	15/15106	
DOID:13922	eosinophilic esophagitis	1	1	0/91	56/15106	
DOID:1393	visual pathway disease	1	1	0/91	2/15106	
DOID:13934	facial paralysis	1	1	0/91	8/15106	
DOID:1394	urinary schistosomiasis	1	1	1/91	6/15106	6648
DOID:13941	benign paroxysmal positional vertigo	1	1	0/91	8/15106	
DOID:1398	parasitic infectious disease	1	1	19/91	382/15106	7422,6648,7124,596,3553,348,5328,3479,1565,836,3162,1378,4846,627,7167,4353,1636,590,43
DOID:13994	cleidocranial dysplasia	1	1	0/91	4/15106	
DOID:14018	alcoholic liver cirrhosis	1	1	3/91	46/15106	4353,7124,6648
DOID:14039	POEMS syndrome	1	1	1/91	3/15106	7422
DOID:14040	autoimmune polyendocrine syndrome	1	1	0/91	8/15106	
DOID:14049	phaeohyphomycosis	1	1	0/91	2/15106	
DOID:14064	acute poststreptococcal glomerulonephritis	1	1	0/91	1/15106	
DOID:14067	Plasmodium falciparum malaria	1	1	3/91	48/15106	7124,3553,836
DOID:14068	blackwater fever	1	1	0/91	1/15106	
DOID:14087	epicondylitis	1	1	0/91	4/15106	
DOID:14110	anus cancer	1	1	2/91	17/15106	1565,3481
DOID:14115	toxic shock syndrome	1	1	1/91	32/15106	3481
DOID:14116	multiple symmetric lipomatosis	1	1	0/91	3/15106	
DOID:14118	familial lipoprotein lipase deficiency	1	1	0/91	2/15106	
DOID:1412	bacteriuria	1	1	0/91	3/15106	
DOID:1415	gyrate atrophy	1	1	0/91	2/15106	
DOID:14159	obstructive hydrocephalus	1	1	0/91	3/15106	
DOID:1417	choroid disease	1	1	1/91	16/15106	7124
DOID:14174	central neurocytoma	1	1	0/91	2/15106	
DOID:14183	alcoholic neuropathy	1	1	0/91	1/15106	
DOID:14202	adult dermatomyositis	1	1	1/91	2/15106	7124
DOID:14203	childhood type dermatomyositis	1	1	3/91	19/15106	7124,596,3553
DOID:14213	hypophosphatasia	1	1	0/91	21/15106	
DOID:14218	dihydropyrimidine dehydrogenase deficiency	1	1	0/91	1/15106	
DOID:14219	renal tubular acidosis	1	1	0/91	10/15106	
DOID:14228	oligospermia	1	1	2/91	20/15106	3162,4524
DOID:14251	vitreoretinal dystrophy	1	1	0/91	1/15106	
DOID:14256	adult-onset Still's disease	1	1	2/91	52/15106	3162,3553
DOID:14261	fragile X syndrome	1	1	1/91	30/15106	627
DOID:14262	oral candidiasis	1	1	0/91	6/15106	
DOID:14264	benign neonatal seizures	1	1	0/91	1/15106	
DOID:14268	sclerosing cholangitis	1	1	0/91	70/15106	
DOID:14269	suppurative cholangitis	1	1	0/91	1/15106	
DOID:14271	acute cholangitis	1	1	0/91	3/15106	
DOID:14276	shoulder impingement syndrome	1	1	0/91	1/15106	
DOID:1428	endocrine pancreas disease	1	1	0/91	1/15106	
DOID:14283	primary hypertrophic osteoarthropathy	1	1	0/91	2/15106	
DOID:14289	Ebstein anomaly	1	1	0/91	5/15106	
DOID:14291	Noonan syndrome with multiple lentigines	1	1	1/91	7/15106	2932
DOID:14320	generalized anxiety disorder	1	1	2/91	18/15106	4852,627
DOID:14332	postencephalitic Parkinson disease	1	1	0/91	1/15106	
DOID:14336	estrogen excess	1	1	0/91	1/15106	
DOID:1436	corneal ectasia	1	1	0/91	2/15106	
DOID:14365	systemic primary carnitine deficiency disease	1	1	0/91	2/15106	
DOID:1439	pyuria	1	1	0/91	1/15106	
DOID:1441	autosomal dominant cerebellar ataxia	1	1	6/91	108/15106	7124,3553,348,4852,4524,5663
DOID:1443	cerebral degeneration	1	1	9/91	165/15106	348,5663,836,7422,351,3479,7124,4137,7018
DOID:14443	cholinergic urticaria	1	1	1/91	2/15106	43
DOID:14448	46,XY sex reversal	1	1	0/91	3/15106	
DOID:14449	mixed gonadal dysgenesis	1	1	0/91	1/15106	
DOID:14450	46 XX gonadal dysgenesis	1	1	0/91	4/15106	
DOID:14451	hyperkalemic periodic paralysis	1	1	0/91	1/15106	
DOID:14452	hypokalemic periodic paralysis	1	1	0/91	5/15106	
DOID:14464	neuroleptic malignant syndrome	1	1	1/91	4/15106	1565
DOID:14472	hantavirus pulmonary syndrome	1	1	1/91	3/15106	7422
DOID:14482	pemphigoid gestationis	1	1	0/91	2/15106	
DOID:14484	sporotrichosis	1	1	0/91	5/15106	
DOID:14497	Wolman disease	1	1	0/91	1/15106	
DOID:14498	lipoid proteinosis	1	1	0/91	1/15106	
DOID:14500	fucosidosis	1	1	0/91	1/15106	
DOID:14501	Sjogren-Larsson syndrome	1	1	0/91	1/15106	
DOID:14502	cholesterol ester storage disease	1	1	0/91	1/15106	
DOID:14503	neuronal ceroid lipofuscinosis	1	1	4/91	48/15106	7124,1200,6653,6648
DOID:14504	Niemann-Pick disease	1	1	5/91	57/15106	23621,351,3643,627,10347
DOID:1456	glossitis	1	1	2/91	7/15106	7124,3553
DOID:14566	disease of cellular proliferation	1	1	85/91	10940/15106	3630,3952,7422,3162,3480,3479,3643,7124,4524,836,7018,1191,3553,348,627,4846,3481,1565,581,2099,596,6648,945,2932,1636,9510,5621,351,4852,3482,4353,5468,7447,5328,102,2,801,51741,2041,6517,7167,4137,7019,498,2023,341,1471,10857,5649,54209,3077,23237,1965,8633,5663,43,1718,274,267,590,1200,5819,3635,1139,57091,1378,2147,23385,1808,26330,1392,10858,5664,10347,5336,23621,3416,4129,7782,55676,6653,8301,23607,3127,5697
DOID:146	papilledema	1	1	0/91	3/15106	
DOID:14654	prostatitis	1	1	2/91	23/15106	7124,3553
DOID:14669	acrodysostosis	1	1	0/91	6/15106	
DOID:14671	multiple intestinal atresia	1	1	0/91	1/15106	
DOID:14679	VACTERL association	1	1	0/91	10/15106	
DOID:14681	Silver-Russell syndrome	1	1	1/91	19/15106	3481
DOID:14686	Axenfeld-Rieger syndrome	1	1	0/91	5/15106	
DOID:14687	diastrophic dysplasia	1	1	0/91	1/15106	
DOID:14692	Smith-Lemli-Opitz syndrome	1	1	0/91	8/15106	
DOID:14693	Clouston syndrome	1	1	0/91	2/15106	
DOID:14694	Johanson-Blizzard syndrome	1	1	0/91	2/15106	
DOID:14695	galactokinase deficiency	1	1	0/91	1/15106	
DOID:14699	thrombocytopenia-absent radius syndrome	1	1	0/91	1/15106	
DOID:14701	propionic acidemia	1	1	0/91	3/15106	
DOID:14702	branchiootorenal syndrome	1	1	0/91	4/15106	
DOID:14705	Pfeiffer syndrome	1	1	0/91	9/15106	
DOID:14711	FG syndrome	1	1	0/91	3/15106	
DOID:14723	beta-ketothiolase deficiency	1	1	0/91	2/15106	
DOID:14731	Weaver syndrome	1	1	0/91	5/15106	
DOID:14735	hereditary angioedema	1	1	2/91	20/15106	4846,1636
DOID:14737	craniofrontonasal syndrome	1	1	0/91	1/15106	
DOID:14743	trichorhinophalangeal syndrome type I	1	1	0/91	1/15106	
DOID:14744	Partington syndrome	1	1	0/91	1/15106	
DOID:14748	Sotos syndrome	1	1	0/91	6/15106	
DOID:14749	methylmalonic acidemia	1	1	0/91	16/15106	
DOID:14753	isovaleric acidemia	1	1	0/91	1/15106	
DOID:14755	argininosuccinic aciduria	1	1	0/91	1/15106	
DOID:14756	vascular type Ehlers-Danlos syndrome	1	1	0/91	1/15106	
DOID:14761	Greig cephalopolysyndactyly syndrome	1	1	0/91	2/15106	
DOID:14762	calcaneonavicular coalition	1	1	0/91	3/15106	
DOID:14764	Larsen syndrome	1	1	0/91	2/15106	
DOID:14766	renal agenesis	1	1	0/91	13/15106	
DOID:14768	Saethre-Chotzen syndrome	1	1	0/91	4/15106	
DOID:14773	cartilage-hair hypoplasia	1	1	0/91	1/15106	
DOID:14777	benign familial neonatal epilepsy	1	1	0/91	3/15106	
DOID:14778	blepharophimosis, ptosis, and epicanthus inversus syndrome	1	1	0/91	1/15106	
DOID:14780	KBG syndrome	1	1	0/91	1/15106	
DOID:14789	spondyloepiphyseal dysplasia congenita	1	1	0/91	1/15106	
DOID:14791	Leber congenital amaurosis	1	1	0/91	44/15106	
DOID:14793	hypohidrotic ectodermal dysplasia	1	1	0/91	6/15106	
DOID:14796	Dubowitz syndrome	1	1	0/91	2/15106	
DOID:1483	gingival disease	1	1	5/91	82/15106	7422,4353,7124,3553,1471
DOID:1485	cystic fibrosis	1	1	13/91	297/15106	596,3630,7124,3553,7018,3479,4353,1636,5328,3162,5468,3077,581
DOID:1495	cystic echinococcosis	1	1	1/91	20/15106	3553
DOID:1496	echinococcosis	1	1	1/91	27/15106	3553
DOID:1498	cholera	1	1	0/91	30/15106	
DOID:15	reproductive system disease	1	1	61/91	5249/15106	7422,2932,596,5468,6648,2041,581,836,3481,3480,6517,4137,2099,7124,7019,51741,5819,3643,4524,627,2023,1191,341,348,9510,43,1636,3416,10857,5621,5663,3479,4353,3077,3952,3553,1392,5328,3162,102,1808,1965,3482,1565,1718,3630,590,1471,2,4129,267,274,7782,351,4846,4852,7167,1139,5697,2147,7018
DOID:1510	personality disorder	1	1	2/91	31/15106	627,1565
DOID:1518	cecal disease	1	1	0/91	28/15106	
DOID:1526	panniculitis	1	1	3/91	30/15106	7124,3553,4846
DOID:154	mixed cell type cancer	1	1	0/91	25/15106	
DOID:1542	head and neck carcinoma	1	1	18/91	829/15106	351,6648,5328,836,7422,2932,102,4524,5621,627,5663,3480,1191,581,596,43,7124,51741
DOID:1554	vibratory urticaria	1	1	0/91	1/15106	
DOID:1557	hypersensitivity reaction type III disease	1	1	9/91	78/15106	7124,3162,3479,3553,4524,4846,1471,7422,1636
DOID:1558	angioedema	1	1	2/91	36/15106	4846,1636
DOID:1570	ectropion	1	1	0/91	3/15106	
DOID:1573	communicating hydrocephalus	1	1	4/91	14/15106	7422,351,3479,348
DOID:1577	limited scleroderma	1	1	1/91	7/15106	4846
DOID:1578	pulmonary systemic sclerosis	1	1	0/91	2/15106	
DOID:1579	respiratory system disease	1	1	66/91	5409/15106	7422,596,4524,7167,3482,3481,3480,3479,6648,5328,3162,2099,581,348,7124,836,1965,627,10857,5468,51741,3553,1191,2932,3635,3643,4137,267,274,1139,2023,9510,43,1636,5649,7447,57091,7019,3952,4846,945,1378,102,2147,1471,54209,1565,5621,5664,4353,3077,7018,5336,1808,2,801,2041,351,10452,4129,4852,7782,3630,3127,6517,1392
DOID:1580	diffuse scleroderma	1	1	0/91	6/15106	
DOID:1584	acute chest syndrome	1	1	2/91	10/15106	7422,3162
DOID:1586	rheumatic fever	1	1	1/91	18/15106	7124
DOID:1588	thrombocytopenia	1	1	5/91	242/15106	7124,3553,7422,102,1471
DOID:1591	renovascular hypertension	1	1	1/91	6/15106	3162
DOID:1595	melancholic depression	1	1	4/91	27/15106	1392,4524,627,7124
DOID:1602	lymphadenitis	1	1	11/91	207/15106	3553,7124,1139,1378,836,1191,4353,6648,1636,3952,7422
DOID:1607	hypoglycemic coma	1	1	1/91	1/15106	7422
DOID:161	keratosis	1	1	5/91	143/15106	3553,54209,7422,596,351
DOID:1614	male breast cancer	1	1	4/91	45/15106	2099,596,6648,1565
DOID:1618	breast fibroadenoma	1	1	1/91	18/15106	2099
DOID:162	cancer	1	1	85/91	10890/15106	7124,7422,2099,3162,3553,596,3480,6648,5328,7018,102,2,801,4524,836,627,4353,51741,4846,2041,1191,581,351,2932,1636,6517,5468,7167,3952,3481,4137,7019,498,2023,341,1471,3643,10857,5649,3479,54209,3077,23237,1965,1565,8633,348,9510,5621,5663,43,1718,274,3482,267,4852,590,1200,5819,3635,1139,7447,57091,945,1378,2147,3630,23385,1808,26330,1392,10858,5664,10347,5336,23621,3416,4129,7782,55676,6653,8301,23607,3127,5697
DOID:1627	intraductal papilloma	1	1	0/91	4/15106	
DOID:1639	skeletal tuberculosis	1	1	1/91	1/15106	7124
DOID:1642	breast adenomyoepithelioma	1	1	0/91	1/15106	
DOID:1657	ventricular septal defect	1	1	2/91	37/15106	7422,5663
DOID:1659	supratentorial cancer	1	1	0/91	36/15106	
DOID:166	melanotic neuroectodermal tumor	1	1	0/91	1/15106	
DOID:1664	pineoblastoma	1	1	0/91	5/15106	
DOID:1673	pneumothorax	1	1	1/91	19/15106	3162
DOID:1679	cystitis	1	1	2/91	48/15106	7422,627
DOID:1680	chronic cystitis	1	1	0/91	9/15106	
DOID:1681	heart septal defect	1	1	4/91	65/15106	2147,4524,7422,5663
DOID:1682	congenital heart disease	1	1	13/91	300/15106	7422,4524,2147,5663,3952,348,4846,1471,7124,3479,1636,2099,1565
DOID:1687	neovascular glaucoma	1	1	1/91	3/15106	7422
DOID:1697	ichthyosis	1	1	0/91	55/15106	
DOID:1700	X-linked ichthyosis	1	1	0/91	4/15106	
DOID:1701	steroid inherited metabolic disorder	1	1	2/91	27/15106	3479,3952
DOID:1702	ichthyosis vulgaris	1	1	0/91	2/15106	
DOID:1703	Richter's syndrome	1	1	0/91	2/15106	
DOID:171	neuroectodermal tumor	1	1	0/91	17/15106	
DOID:172	clear cell acanthoma	1	1	0/91	2/15106	
DOID:1725	peritoneum cancer	1	1	0/91	26/15106	
DOID:1727	retinal vein occlusion	1	1	5/91	23/15106	7422,3162,2147,348,4524
DOID:1729	retinal vascular occlusion	1	1	6/91	25/15106	7422,3162,2147,348,4524,1636
DOID:173	eccrine sweat gland neoplasm	1	1	0/91	12/15106	
DOID:1731	histoplasmosis	1	1	0/91	5/15106	
DOID:1733	cryptosporidiosis	1	1	0/91	2/15106	
DOID:174	acanthoma	1	1	1/91	16/15106	596
DOID:1748	conjunctival squamous cell carcinoma	1	1	0/91	13/15106	
DOID:175	vascular cancer	1	1	1/91	82/15106	7422
DOID:1751	malignant conjunctival melanoma	1	1	0/91	9/15106	
DOID:1752	ocular melanoma	1	1	0/91	14/15106	
DOID:1756	facial nerve disease	1	1	0/91	17/15106	
DOID:176	cardiovascular cancer	1	1	1/91	82/15106	7422
DOID:1761	Melkersson-Rosenthal syndrome	1	1	0/91	1/15106	
DOID:1762	cheilitis	1	1	0/91	20/15106	
DOID:1768	conversion disorder	1	1	0/91	1/15106	
DOID:1785	pituitary cancer	1	1	1/91	9/15106	3479
DOID:1786	adrenal rest tumor	1	1	0/91	1/15106	
DOID:1788	peritoneal mesothelioma	1	1	0/91	22/15106	
DOID:1791	peritoneal carcinoma	1	1	0/91	4/15106	
DOID:1795	malignant exocrine pancreas neoplasm	1	1	21/91	1042/15106	836,5621,3480,3479,7422,7019,3952,1139,3553,2023,2041,6648,5328,351,7124,2932,596,4524,2147,2099,1200
DOID:1798	pancreatic endocrine carcinoma	1	1	0/91	2/15106	
DOID:1799	islet cell tumor	1	1	0/91	4/15106	
DOID:180	ossifying fibroma	1	1	2/91	12/15106	7124,2099
DOID:1800	neuroendocrine carcinoma	1	1	0/91	45/15106	
DOID:1802	mononeuritis	1	1	0/91	1/15106	
DOID:1803	neuritis	1	1	1/91	4/15106	348
DOID:1824	status epilepticus	1	1	0/91	25/15106	
DOID:1825	childhood absence epilepsy	1	1	0/91	13/15106	
DOID:1827	idiopathic generalized epilepsy	1	1	1/91	32/15106	3553
DOID:1838	Menkes disease	1	1	0/91	2/15106	
DOID:184	bone cancer	1	1	22/91	1390/15106	5328,7124,7422,102,4524,3480,836,5663,3482,3481,3479,7019,3952,51741,3553,3162,2099,581,596,2932,5468,627
DOID:1849	cannabis dependence	1	1	0/91	7/15106	
DOID:1852	intrahepatic cholestasis	1	1	5/91	76/15106	7124,1392,5468,7422,4353
DOID:1856	cherubism	1	1	1/91	6/15106	7124
DOID:1858	McCune Albright syndrome	1	1	1/91	5/15106	627
DOID:1863	skull cancer	1	1	0/91	2/15106	
DOID:1866	giant cell reparative granuloma	1	1	0/91	7/15106	
DOID:1882	atrial heart septal defect	1	1	2/91	25/15106	2147,4524
DOID:1884	viral hepatitis	1	1	4/91	37/15106	4353,7124,3553,3077
DOID:1907	malignant fibrous histiocytoma	1	1	0/91	9/15106	
DOID:1911	endodermal sinus tumor	1	1	0/91	8/15106	
DOID:1919	Lesch-Nyhan syndrome	1	1	1/91	4/15106	351
DOID:192	sex cord-gonadal stromal tumor	1	1	4/91	34/15106	7422,2932,596,5468
DOID:1921	Klinefelter syndrome	1	1	2/91	75/15106	4524,2099
DOID:1925	Coffin-Siris syndrome	1	1	0/91	12/15106	
DOID:1927	sphingolipidosis	1	1	11/91	130/15106	23621,351,3643,627,10347,7422,7124,1565,3162,4846,1471
DOID:1928	Williams-Beuren syndrome	1	1	0/91	18/15106	
DOID:1929	supravalvular aortic stenosis	1	1	0/91	1/15106	
DOID:1930	Laurence-Moon syndrome	1	1	0/91	1/15106	
DOID:1932	Angelman syndrome	1	1	0/91	18/15106	
DOID:1933	Rubinstein-Taybi syndrome	1	1	0/91	4/15106	
DOID:1935	Bardet-Biedl syndrome	1	1	2/91	50/15106	627,3952
DOID:1947	trichomoniasis	1	1	0/91	2/15106	
DOID:1949	cholecystitis	1	1	0/91	20/15106	
DOID:1962	fallopian tube disease	1	1	1/91	10/15106	596
DOID:1964	fallopian tube cancer	1	1	1/91	8/15106	596
DOID:1974	adenosarcoma	1	1	0/91	7/15106	
DOID:1979	focal chorioretinitis	1	1	0/91	1/15106	
DOID:1996	rectum adenocarcinoma	1	1	0/91	27/15106	
DOID:200	benign giant cell tumor	1	1	2/91	53/15106	3479,945
DOID:2001	neuroma	1	1	6/91	84/15106	7422,2099,3553,627,5621,351
DOID:2021	placenta cancer	1	1	11/91	113/15106	1965,3481,3479,2041,3643,4353,3952,5468,7422,3077,627
DOID:2025	gestational choriocarcinoma	1	1	1/91	13/15106	1965
DOID:203	exostosis	1	1	0/91	21/15106	
DOID:2033	communication disorder	1	1	7/91	83/15106	627,5663,351,348,4137,7422,1565
DOID:2034	encephalomalacia	1	1	1/91	10/15106	4524
DOID:204	enthesopathy	1	1	0/91	1/15106	
DOID:2044	drug-induced hepatitis	1	1	1/91	4/15106	7124
DOID:2047	hepatitis D	1	1	0/91	7/15106	
DOID:2048	autoimmune hepatitis	1	1	2/91	79/15106	7124,1565
DOID:205	hyperostosis	1	1	1/91	72/15106	7422
DOID:2051	maxillary sinusitis	1	1	1/91	2/15106	54209
DOID:2053	reactive cutaneous fibrous lesion	1	1	0/91	2/15106	
DOID:2058	chronic mucocutaneous candidiasis	1	1	0/91	13/15106	
DOID:206	hereditary multiple exostoses	1	1	0/91	6/15106	
DOID:2074	intestinal perforation	1	1	0/91	1/15106	
DOID:2093	vulvar melanoma	1	1	0/91	1/15106	
DOID:2095	sweat gland cancer	1	1	0/91	24/15106	
DOID:2096	vulvar sarcoma	1	1	0/91	3/15106	
DOID:2097	vulval Paget's disease	1	1	0/91	1/15106	
DOID:2098	vulva adenocarcinoma	1	1	0/91	1/15106	
DOID:2106	myotonia congenita	1	1	0/91	6/15106	
DOID:2120	focal dermal hypoplasia	1	1	0/91	4/15106	
DOID:2121	ectodermal dysplasia	1	1	2/91	87/15106	3553,1965
DOID:2123	tularemia	1	1	0/91	3/15106	
DOID:2129	atypical teratoid rhabdoid tumor	1	1	0/91	13/15106	
DOID:2133	central nervous system sarcoma	1	1	0/91	1/15106	
DOID:2152	ovary epithelial cancer	1	1	16/91	571/15106	6648,2041,581,7422,836,3481,3480,6517,4137,5468,2099,596,7124,7019,2932,51741
DOID:2154	nephroblastoma	1	1	3/91	63/15106	3481,4524,1392
DOID:2156	ovarian germ cell cancer	1	1	0/91	6/15106	
DOID:2170	vaginitis	1	1	1/91	29/15106	3553
DOID:218	ascending colon cancer	1	1	0/91	1/15106	
DOID:2187	amelogenesis imperfecta	1	1	0/91	29/15106	
DOID:2211	factor XIII deficiency	1	1	0/91	2/15106	
DOID:2213	hemorrhagic disease	1	1	4/91	37/15106	102,7124,3553,4846
DOID:2215	factor VII deficiency	1	1	0/91	3/15106	
DOID:2216	factor V deficiency	1	1	0/91	2/15106	
DOID:2217	Bernard-Soulier syndrome	1	1	0/91	6/15106	
DOID:2219	Glanzmann's thrombasthenia	1	1	0/91	3/15106	
DOID:2222	factor X deficiency	1	1	0/91	1/15106	
DOID:2223	platelet storage pool deficiency	1	1	0/91	4/15106	
DOID:2226	myeloproliferative neoplasm	1	1	8/91	130/15106	2147,4524,7422,7124,3480,1636,1965,3077
DOID:2228	thrombocytosis	1	1	1/91	30/15106	1636
DOID:2229	factor XI deficiency	1	1	0/91	3/15106	
DOID:2231	factor XII deficiency	1	1	0/91	1/15106	
DOID:2235	prothrombin deficiency	1	1	1/91	1/15106	2147
DOID:2236	congenital afibrinogenemia	1	1	1/91	5/15106	1378
DOID:224	transient cerebral ischemia	1	1	3/91	28/15106	2147,4524,348
DOID:2247	spondylosis	1	1	0/91	5/15106	
DOID:227	ankylosis	1	1	0/91	6/15106	
DOID:2272	vulvovaginal candidiasis	1	1	0/91	8/15106	
DOID:2273	vulvovaginitis	1	1	0/91	1/15106	
DOID:2283	keratopathy	1	1	0/91	5/15106	
DOID:2297	leptospirosis	1	1	1/91	16/15106	7124
DOID:230	lateral sclerosis	1	1	0/91	21/15106	
DOID:2300	spondylolysis	1	1	0/91	1/15106	
DOID:2326	gastroenteritis	1	1	0/91	16/15106	
DOID:2339	Crouzon syndrome	1	1	0/91	2/15106	
DOID:234	colon adenocarcinoma	1	1	2/91	184/15106	7124,7422
DOID:2345	plasma protein metabolism disease	1	1	0/91	11/15106	
DOID:235	colonic benign neoplasm	1	1	2/91	29/15106	7422,3162
DOID:2351	iron metabolism disease	1	1	0/91	2/15106	
DOID:2352	hemochromatosis	1	1	4/91	49/15106	3077,4353,7018,348
DOID:2354	myelophthisic anemia	1	1	0/91	1/15106	
DOID:2361	macrocytic anemia	1	1	0/91	14/15106	
DOID:2364	post-thrombotic syndrome	1	1	0/91	1/15106	
DOID:2365	West Nile encephalitis	1	1	1/91	21/15106	7124
DOID:2367	neuroaxonal dystrophy	1	1	0/91	3/15106	
DOID:2368	gangliosidosis	1	1	0/91	8/15106	
DOID:2373	hereditary elliptocytosis	1	1	0/91	7/15106	
DOID:2378	relapsing-remitting multiple sclerosis	1	1	5/91	98/15106	351,7124,3952,348,627
DOID:2382	kernicterus	1	1	0/91	3/15106	
DOID:2383	neonatal jaundice	1	1	1/91	12/15106	3162
DOID:2384	Wernicke encephalopathy	1	1	1/91	1/15106	4137
DOID:2388	renal artery disease	1	1	0/91	1/15106	
DOID:2392	glandular cystitis	1	1	0/91	9/15106	
DOID:240	iris disease	1	1	5/91	65/15106	7124,4524,1191,6648,348
DOID:2411	granular cell tumor	1	1	0/91	9/15106	
DOID:2436	glomangioma	1	1	0/91	1/15106	
DOID:2438	dermis tumor	1	1	0/91	1/15106	
DOID:2444	hyperpituitarism	1	1	7/91	65/15106	7124,3479,3630,3952,4524,6648,348
DOID:2450	central retinal vein occlusion	1	1	1/91	3/15106	7422
DOID:2451	protein S deficiency	1	1	0/91	4/15106	
DOID:2475	chronic conjunctivitis	1	1	1/91	12/15106	7124
DOID:2476	hereditary spastic paraplegia	1	1	1/91	138/15106	3481
DOID:2477	motor peripheral neuropathy	1	1	0/91	13/15106	
DOID:2485	phosphorus metabolism disease	1	1	2/91	28/15106	5468,4846
DOID:2490	congenital nervous system abnormality	1	1	5/91	300/15106	348,4524,5649,3480,7124
DOID:2491	sensory peripheral neuropathy	1	1	1/91	31/15106	7124
DOID:2493	gastric antral vascular ectasia	1	1	0/91	1/15106	
DOID:2494	angiodysplasia	1	1	1/91	2/15106	7422
DOID:2495	senile angioma	1	1	0/91	2/15106	
