Well: A1 - 80,000 HCMVEC
Spectrum: Run.1 measured at 23/07/2020 5:09:48 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
3593.81,99.94,-13.21
4641.59,96.93,-11.59
5994.84,94.48,-10.15
7742.64,92.45,-9.03
10000.00,90.89,-8.02
12915.50,89.45,-7.22
16681.01,88.21,-6.59
21544.35,86.96,-6.17
27825.59,85.61,-5.77
35938.14,84.25,-5.66
46415.89,82.94,-5.36
59948.43,81.43,-4.94
77426.37,79.73,-4.49
100000.00,78.17,-3.79


Well: B4 - 20,000 HCMVEC
Spectrum: Run.125 measured at 25/07/2020 8:31:24 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14625.25,-73.53
1.29,11877.17,-73.39
1.67,9511.00,-73.22
2.15,7742.88,-73.21
2.78,6215.66,-73.13
3.59,5034.57,-73.09
4.64,4126.94,-73.05
5.99,3351.88,-72.64
7.74,2701.58,-72.37
10.00,2178.94,-71.99
12.92,1759.56,-71.35
16.68,1422.48,-70.59
21.54,1151.07,-69.58
27.83,932.97,-68.36
35.94,757.86,-66.84
46.42,618.24,-64.96
59.95,506.77,-62.68
77.43,418.49,-59.95
100.00,348.75,-56.77
129.15,293.95,-53.20
166.81,251.72,-49.23
215.44,218.35,-45.17
278.26,193.03,-41.10
359.38,173.02,-37.00
464.16,157.01,-33.17
599.48,144.74,-29.55
774.26,134.57,-26.40
1000.00,126.32,-23.68
1291.55,119.32,-21.17
1668.10,113.39,-18.91
2154.43,108.21,-16.89
2782.56,103.79,-15.04
3593.81,100.12,-13.24
4641.59,97.14,-11.66
5994.84,94.58,-10.22
7742.64,92.60,-9.04
10000.00,90.97,-8.09
12915.50,89.63,-7.31
16681.01,88.31,-6.71
21544.35,87.03,-6.28
27825.59,85.66,-5.97
35938.14,84.17,-5.73
46415.89,82.94,-5.54
59948.43,81.30,-5.07
77426.37,79.69,-4.66
100000.00,78.03,-3.94


Well: B4 - 20,000 HCMVEC
Spectrum: Run.129 measured at 25/07/2020 9:47:30 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14625.22,-73.30
1.29,11820.07,-73.18
1.67,9607.19,-73.07
2.15,7747.68,-73.09
2.78,6271.31,-72.97
3.59,5053.06,-72.95
4.64,4153.73,-72.99
5.99,3364.93,-72.97
7.74,2711.91,-72.55
10.00,2187.27,-71.96
12.92,1767.73,-71.31
16.68,1427.50,-70.64
21.54,1155.16,-69.59
27.83,936.11,-68.36
35.94,760.45,-66.83
46.42,620.17,-65.02
59.95,508.26,-62.71
77.43,419.51,-60.02
100.00,349.83,-56.85
129.15,294.75,-53.23
166.81,252.10,-49.31
215.44,218.62,-45.17
278.26,193.33,-41.12
359.38,173.33,-37.05
464.16,157.11,-33.19
599.48,144.74,-29.65
774.26,134.54,-26.48
1000.00,126.29,-23.65
1291.55,119.35,-21.23
1668.10,113.36,-18.94
2154.43,108.13,-16.94
2782.56,103.75,-15.04
3593.81,100.10,-13.25
4641.59,97.06,-11.61
5994.84,94.56,-10.21
7742.64,92.60,-9.05
10000.00,90.95,-8.12
12915.50,89.54,-7.36
16681.01,88.29,-6.72
21544.35,87.00,-6.31
27825.59,85.53,-5.99
35938.14,84.08,-5.75
46415.89,82.82,-5.57
59948.43,81.27,-5.22
77426.37,79.55,-4.66
100000.00,77.90,-3.97


Well: B4 - 20,000 HCMVEC
Spectrum: Run.133 measured at 25/07/2020 11:03:42 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14708.51,-73.22
1.29,11875.32,-73.02
1.67,9658.41,-73.20
2.15,7793.28,-73.02
2.78,6310.52,-73.20
3.59,5076.24,-73.03
4.64,4166.96,-73.07
5.99,3365.07,-72.99
7.74,2712.64,-72.66
10.00,2194.47,-72.06
12.92,1772.82,-71.38
16.68,1432.62,-70.62
21.54,1158.79,-69.68
27.83,939.32,-68.45
35.94,762.96,-66.91
46.42,622.16,-65.08
59.95,509.79,-62.78
77.43,420.86,-60.14
100.00,350.56,-56.89
129.15,295.59,-53.31
166.81,252.63,-49.39
215.44,218.88,-45.17
278.26,193.91,-41.22
359.38,173.46,-37.16
464.16,157.27,-33.27
599.48,144.88,-29.68
774.26,134.77,-26.50
1000.00,126.36,-23.77
1291.55,119.42,-21.24
1668.10,113.39,-19.00
2154.43,108.18,-17.00
2782.56,103.83,-15.05
3593.81,100.11,-13.28
4641.59,97.04,-11.61
5994.84,94.63,-10.30
7742.64,92.63,-9.05
10000.00,90.99,-8.15
12915.50,89.57,-7.41
16681.01,88.28,-6.78
21544.35,87.00,-6.38
27825.59,85.66,-6.02
35938.14,84.02,-5.80
46415.89,82.68,-5.60
59948.43,81.08,-5.29
77426.37,79.37,-4.72
100000.00,77.76,-4.09


Well: B4 - 20,000 HCMVEC
Spectrum: Run.137 measured at 25/07/2020 12:19:54 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14818.45,-73.26
1.29,12007.18,-72.98
1.67,9665.26,-73.34
2.15,7844.11,-73.08
2.78,6312.47,-73.34
3.59,5095.70,-73.07
4.64,4179.72,-73.13
5.99,3378.24,-72.73
7.74,2731.93,-72.48
10.00,2201.02,-72.14
12.92,1780.24,-71.37
16.68,1437.47,-70.65
21.54,1163.19,-69.68
27.83,942.66,-68.46
35.94,765.32,-66.94
46.42,624.11,-65.07
59.95,511.47,-62.83
77.43,421.77,-60.11
100.00,351.39,-56.98
129.15,296.19,-53.38
166.81,252.98,-49.44
215.44,219.40,-45.30
278.26,194.28,-41.37
359.38,173.86,-37.16
464.16,157.38,-33.25
599.48,144.89,-29.75
774.26,134.84,-26.55
1000.00,126.53,-23.73
1291.55,119.46,-21.23
1668.10,113.43,-18.98
2154.43,108.23,-16.91
2782.56,103.85,-15.06
3593.81,100.16,-13.23
4641.59,97.14,-11.70
5994.84,94.66,-10.26
7742.64,92.67,-9.06
10000.00,90.98,-8.17
12915.50,89.60,-7.46
16681.01,88.24,-6.83
21544.35,86.99,-6.43
27825.59,85.51,-6.20
35938.14,84.03,-5.97
46415.89,82.63,-5.73
59948.43,80.94,-5.35
77426.37,79.23,-4.84
100000.00,77.56,-4.16


Well: B4 - 20,000 HCMVEC
Spectrum: Run.141 measured at 25/07/2020 1:36:06 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14871.02,-73.40
1.29,12076.46,-73.15
1.67,9680.24,-73.38
2.15,7864.45,-73.25
2.78,6324.02,-73.32
3.59,5117.60,-73.10
4.64,4180.31,-73.22
5.99,3386.77,-72.83
7.74,2736.61,-72.53
10.00,2205.94,-72.17
12.92,1782.37,-71.56
16.68,1442.24,-70.70
21.54,1166.53,-69.74
27.83,945.43,-68.51
35.94,767.57,-66.99
46.42,626.13,-65.14
59.95,513.14,-62.88
77.43,423.04,-60.17
100.00,352.43,-57.00
129.15,296.97,-53.45
166.81,253.93,-49.53
215.44,220.09,-45.36
278.26,194.56,-41.33
359.38,174.27,-37.25
464.16,157.67,-33.36
599.48,145.06,-29.78
774.26,135.00,-26.56
1000.00,126.62,-23.83
1291.55,119.66,-21.33
1668.10,113.46,-19.06
2154.43,108.33,-16.96
2782.56,103.98,-15.04
3593.81,100.24,-13.32
4641.59,97.21,-11.69
5994.84,94.73,-10.30
7742.64,92.78,-9.13
10000.00,91.14,-8.22
12915.50,89.72,-7.51
16681.01,88.39,-6.93
21544.35,87.02,-6.50
27825.59,85.52,-6.26
35938.14,83.99,-6.03
46415.89,82.54,-5.84
59948.43,80.92,-5.49
77426.37,79.14,-4.92
100000.00,77.47,-4.34


Well: B4 - 20,000 HCMVEC
Spectrum: Run.145 measured at 25/07/2020 2:52:16 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14873.14,-73.24
1.29,12012.06,-72.88
1.67,9757.67,-73.13
2.15,7883.44,-73.00
2.78,6370.04,-73.10
3.59,5135.21,-72.93
4.64,4216.58,-73.03
5.99,3395.39,-73.12
7.74,2745.19,-72.68
10.00,2217.85,-72.07
12.92,1791.19,-71.48
16.68,1447.93,-70.72
21.54,1172.26,-69.70
27.83,949.11,-68.55
35.94,770.66,-67.05
46.42,628.44,-65.16
59.95,514.77,-62.92
77.43,424.54,-60.23
100.00,353.38,-57.07
129.15,297.83,-53.54
166.81,254.44,-49.59
215.44,220.26,-45.43
278.26,195.03,-41.43
359.38,174.41,-37.29
464.16,158.01,-33.43
599.48,145.43,-29.78
774.26,135.15,-26.63
1000.00,126.81,-23.86
1291.55,119.77,-21.28
1668.10,113.75,-19.01
2154.43,108.51,-16.94
2782.56,104.12,-15.06
3593.81,100.39,-13.32
4641.59,97.39,-11.73
5994.84,94.93,-10.36
7742.64,92.93,-9.19
10000.00,91.31,-8.25
12915.50,89.83,-7.55
16681.01,88.41,-7.02
21544.35,86.98,-6.61
27825.59,85.62,-6.31
35938.14,84.02,-6.14
46415.89,82.51,-5.88
59948.43,80.90,-5.55
77426.37,79.08,-5.00
100000.00,77.44,-4.32


Well: B4 - 20,000 HCMVEC
Spectrum: Run.149 measured at 25/07/2020 4:08:27 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14957.35,-73.14
1.29,12106.13,-72.85
1.67,9805.87,-73.32
2.15,7933.63,-73.00
2.78,6391.67,-73.29
3.59,5160.14,-73.09
4.64,4227.55,-73.09
5.99,3418.27,-73.06
7.74,2763.13,-72.68
10.00,2228.02,-72.09
12.92,1795.44,-71.60
16.68,1453.85,-70.74
21.54,1176.00,-69.74
27.83,952.41,-68.60
35.94,773.73,-67.07
46.42,630.88,-65.24
59.95,516.55,-62.97
77.43,425.87,-60.30
100.00,354.42,-57.18
129.15,298.63,-53.59
166.81,254.69,-49.66
215.44,220.54,-45.51
278.26,195.53,-41.42
359.38,174.77,-37.33
464.16,158.12,-33.46
599.48,145.49,-29.88
774.26,135.18,-26.72
1000.00,126.83,-23.86
1291.55,119.78,-21.34
1668.10,113.79,-19.07
2154.43,108.46,-17.04
2782.56,104.08,-15.11
3593.81,100.38,-13.34
4641.59,97.34,-11.78
5994.84,94.95,-10.39
7742.64,92.88,-9.22
10000.00,91.24,-8.32
12915.50,89.80,-7.60
16681.01,88.40,-7.05
21544.35,87.02,-6.67
27825.59,85.49,-6.40
35938.14,83.95,-6.21
46415.89,82.44,-5.97
59948.43,80.77,-5.64
77426.37,78.99,-5.07
100000.00,77.26,-4.38


Well: B4 - 20,000 HCMVEC
Spectrum: Run.153 measured at 25/07/2020 5:24:35 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14308.85,-74.23
1.29,11521.74,-73.76
1.67,9309.31,-74.15
2.15,7500.08,-73.93
2.78,6040.79,-74.03
3.59,4862.92,-73.74
4.64,3978.45,-73.67
5.99,3201.63,-73.54
7.74,2588.29,-72.83
10.00,2084.65,-72.33
12.92,1679.47,-71.62
16.68,1355.72,-70.66
21.54,1095.39,-69.49
27.83,887.06,-67.97
35.94,720.98,-66.17
46.42,588.64,-63.95
59.95,483.86,-61.30
77.43,401.00,-58.14
100.00,336.27,-54.54
129.15,285.93,-50.52
166.81,246.99,-46.21
215.44,216.75,-41.80
278.26,194.48,-37.55
359.38,176.34,-33.39
464.16,162.25,-29.60
599.48,151.37,-26.13
774.26,142.53,-23.25
1000.00,135.22,-20.83
1291.55,128.92,-18.71
1668.10,123.38,-16.85
2154.43,118.50,-15.12
2782.56,114.11,-13.67
3593.81,110.32,-12.29
4641.59,107.15,-11.04
5994.84,104.54,-9.99
7742.64,102.31,-9.11
10000.00,100.38,-8.47
12915.50,98.49,-7.98
16681.01,96.68,-7.61
21544.35,94.80,-7.32
27825.59,92.75,-7.03
35938.14,90.56,-6.83
46415.89,88.71,-6.46
59948.43,86.56,-5.92
77426.37,84.57,-5.23
100000.00,82.63,-4.40



Well: B5 - 20,000 HCMVEC
Spectrum: Run.1 measured at 23/07/2020 5:11:29 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,14522.85,-70.31
1.29,11820.28,-69.79
1.67,9699.45,-69.75
2.15,7901.27,-69.52
2.78,6464.19,-69.32
3.59,5268.47,-68.90
4.64,4336.14,-68.95
5.99,3546.34,-68.88
7.74,2901.75,-68.31
10.00,2374.37,-67.59
12.92,1944.76,-66.80
16.68,1596.37,-65.85
21.54,1310.25,-64.86
27.83,1079.45,-63.53
35.94,891.44,-61.95
46.42,738.93,-60.07
59.95,615.43,-57.92
77.43,516.05,-55.34
100.00,436.63,-52.34
129.15,373.58,-48.92
166.81,323.67,-45.24
215.44,284.17,-41.34
278.26,253.76,-37.47
359.38,229.76,-33.59
464.16,211.12,-30.13
599.48,194.41,-27.21
774.26,181.71,-24.35
1000.00,170.97,-21.77
1291.55,162.40,-19.45
1668.10,154.68,-17.33
2154.43,147.96,-15.24
2782.56,142.20,-13.40
3593.81,137.52,-11.46
4641.59,133.79,-9.75
5994.84,130.72,-8.12
7742.64,128.50,-6.64
10000.00,126.76,-5.34
12915.50,125.55,-4.12
16681.01,124.75,-2.94
21544.35,124.16,-1.87
27825.59,123.73,-0.87
35938.14,123.54,-0.03
46415.89,123.76,0.72
59948.43,123.66,1.73
77426.37,123.22,2.77
100000.00,122.72,3.96


Well: B5 - 20,000 HCMVEC
Spectrum: Run.5 measured at 23/07/2020 6:27:32 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12339.40,-72.47
1.29,10007.89,-71.97
1.67,8119.31,-72.13
2.15,6585.24,-71.53
2.78,5337.37,-71.47
3.59,4342.29,-71.22
4.64,3561.79,-71.19
5.99,2887.96,-70.73
7.74,2342.36,-70.10
10.00,1907.81,-69.29
12.92,1553.35,-68.42
16.68,1268.44,-67.35
21.54,1037.96,-66.15
27.83,850.44,-64.66
35.94,700.08,-62.95
46.42,579.02,-60.94
59.95,481.46,-58.53
77.43,403.60,-55.84
100.00,341.40,-52.72
129.15,291.95,-49.39
166.81,252.69,-45.71
215.44,222.01,-41.89
278.26,197.73,-38.58
359.38,178.26,-34.88
464.16,162.30,-31.47
599.48,149.99,-28.29
774.26,139.72,-25.38
1000.00,131.23,-22.88
1291.55,124.04,-20.48
1668.10,117.74,-18.39
2154.43,112.29,-16.43
2782.56,107.56,-14.58
3593.81,103.60,-12.66
4641.59,100.41,-10.94
5994.84,97.93,-9.35
7742.64,95.93,-7.87
10000.00,94.33,-6.57
12915.50,93.31,-5.39
16681.01,92.37,-4.29
21544.35,91.76,-3.38
27825.59,91.14,-2.51
35938.14,90.63,-1.83
46415.89,90.36,-1.25
59948.43,89.94,-0.62
77426.37,89.26,0.05
100000.00,88.58,0.83


Well: B5 - 20,000 HCMVEC
Spectrum: Run.9 measured at 23/07/2020 7:43:41 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12374.67,-73.23
1.29,10034.51,-73.08
1.67,8110.98,-72.29
2.15,6565.95,-72.24
2.78,5324.42,-71.59
3.59,4356.88,-71.66
4.64,3537.84,-71.63
5.99,2865.38,-71.20
7.74,2336.11,-70.49
10.00,1895.15,-69.77
12.92,1540.69,-68.90
16.68,1255.74,-67.82
21.54,1024.82,-66.62
27.83,838.56,-65.12
35.94,689.44,-63.39
46.42,568.63,-61.25
59.95,472.41,-58.82
77.43,395.25,-56.03
100.00,334.30,-52.81
129.15,285.50,-49.31
166.81,247.62,-45.56
215.44,217.79,-41.65
278.26,194.02,-38.22
359.38,175.12,-34.53
464.16,159.86,-31.05
599.48,147.91,-27.86
774.26,138.09,-24.99
1000.00,129.93,-22.52
1291.55,122.95,-20.20
1668.10,116.93,-18.05
2154.43,111.67,-16.13
2782.56,107.07,-14.28
3593.81,103.31,-12.50
4641.59,100.11,-10.84
5994.84,97.71,-9.30
7742.64,95.62,-7.94
10000.00,94.18,-6.78
12915.50,92.93,-5.66
16681.01,92.10,-4.68
21544.35,91.30,-3.89
27825.59,90.61,-3.11
35938.14,89.86,-2.58
46415.89,89.41,-2.22
59948.43,88.67,-1.53
77426.37,87.86,-0.95
100000.00,86.84,-0.19


Well: B5 - 20,000 HCMVEC
Spectrum: Run.13 measured at 23/07/2020 8:59:52 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12625.17,-73.53
1.29,10261.50,-73.03
1.67,8200.95,-72.91
2.15,6674.85,-72.65
2.78,5372.64,-72.30
3.59,4391.42,-72.06
4.64,3581.71,-72.24
5.99,2897.79,-71.71
7.74,2350.97,-70.93
10.00,1909.29,-70.15
12.92,1549.49,-69.27
16.68,1261.77,-68.29
21.54,1028.90,-67.01
27.83,840.55,-65.52
35.94,689.74,-63.76
46.42,568.74,-61.67
59.95,471.57,-59.23
77.43,394.06,-56.35
100.00,332.79,-53.11
129.15,284.13,-49.60
166.81,246.05,-45.81
215.44,216.11,-41.91
278.26,192.40,-38.48
359.38,173.63,-34.72
464.16,158.47,-31.17
599.48,146.44,-28.02
774.26,136.89,-25.09
1000.00,128.85,-22.54
1291.55,121.79,-20.24
1668.10,115.69,-18.16
2154.43,110.55,-16.23
2782.56,106.02,-14.30
3593.81,102.23,-12.59
4641.59,99.16,-10.86
5994.84,96.62,-9.35
7742.64,94.76,-7.89
10000.00,93.22,-6.73
12915.50,92.10,-5.61
16681.01,91.20,-4.65
21544.35,90.42,-3.85
27825.59,89.78,-3.10
35938.14,89.10,-2.63
46415.89,88.52,-2.22
59948.43,87.84,-1.65
77426.37,86.98,-1.11
100000.00,85.99,-0.29


Well: B5 - 20,000 HCMVEC
Spectrum: Run.17 measured at 23/07/2020 10:16:01 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12818.83,-73.59
1.29,10385.21,-72.94
1.67,8326.66,-73.16
2.15,6761.89,-72.72
2.78,5445.92,-72.57
3.59,4442.33,-72.51
4.64,3612.81,-72.40
5.99,2929.76,-71.97
7.74,2369.24,-71.13
10.00,1924.00,-70.51
12.92,1563.45,-69.51
16.68,1270.69,-68.52
21.54,1035.71,-67.25
27.83,845.27,-65.82
35.94,692.86,-64.07
46.42,570.39,-61.93
59.95,472.51,-59.48
77.43,394.90,-56.59
100.00,333.25,-53.35
129.15,283.94,-49.84
166.81,245.74,-46.01
215.44,216.08,-42.05
278.26,192.24,-38.51
359.38,173.43,-34.81
464.16,158.23,-31.27
599.48,146.22,-28.05
774.26,136.54,-25.19
1000.00,128.47,-22.60
1291.55,121.52,-20.29
1668.10,115.41,-18.18
2154.43,110.23,-16.25
2782.56,105.68,-14.34
3593.81,101.90,-12.59
4641.59,98.85,-10.86
5994.84,96.36,-9.32
7742.64,94.42,-7.90
10000.00,92.95,-6.73
12915.50,91.82,-5.58
16681.01,90.91,-4.63
21544.35,90.23,-3.78
27825.59,89.59,-3.04
35938.14,88.97,-2.49
46415.89,88.43,-2.05
59948.43,87.72,-1.61
77426.37,86.91,-0.97
100000.00,86.01,-0.25


Well: B5 - 20,000 HCMVEC
Spectrum: Run.21 measured at 23/07/2020 11:32:11 PM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12875.31,-73.66
1.29,10378.02,-73.03
1.67,8410.49,-73.17
2.15,6789.09,-72.80
2.78,5496.86,-72.62
3.59,4485.39,-72.50
4.64,3654.25,-72.56
5.99,2957.77,-71.86
7.74,2385.24,-71.45
10.00,1931.76,-70.65
12.92,1567.29,-69.77
16.68,1273.48,-68.78
21.54,1037.28,-67.52
27.83,846.41,-66.00
35.94,693.18,-64.23
46.42,570.39,-62.19
59.95,472.43,-59.71
77.43,394.10,-56.87
100.00,332.32,-53.65
129.15,283.09,-50.08
166.81,244.96,-46.26
215.44,214.96,-42.30
278.26,191.19,-38.81
359.38,172.45,-34.98
464.16,157.24,-31.46
599.48,145.18,-28.20
774.26,135.79,-25.29
1000.00,127.68,-22.71
1291.55,120.74,-20.36
1668.10,114.66,-18.25
2154.43,109.36,-16.32
2782.56,104.92,-14.44
3593.81,101.14,-12.63
4641.59,98.13,-10.92
5994.84,95.61,-9.33
7742.64,93.72,-7.89
10000.00,92.25,-6.70
12915.50,91.18,-5.55
16681.01,90.27,-4.62
21544.35,89.59,-3.77
27825.59,88.90,-3.05
35938.14,88.26,-2.49
46415.89,87.87,-2.15
59948.43,87.20,-1.60
77426.37,86.25,-0.98
100000.00,85.48,-0.35


Well: B5 - 20,000 HCMVEC
Spectrum: Run.25 measured at 24/07/2020 12:48:20 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,12953.20,-74.04
1.29,10500.57,-73.80
1.67,8427.21,-73.13
2.15,6837.12,-73.18
2.78,5503.93,-72.58
3.59,4484.58,-72.36
4.64,3659.85,-72.49
5.99,2959.81,-71.98
7.74,2397.02,-71.45
10.00,1942.46,-70.72
12.92,1574.45,-69.88
16.68,1278.82,-68.89
21.54,1041.24,-67.70
27.83,848.99,-66.16
35.94,695.24,-64.47
46.42,571.56,-62.36
59.95,473.02,-59.89
77.43,394.44,-56.98
100.00,332.49,-53.75
129.15,283.31,-50.22
166.81,244.87,-46.32
215.44,214.78,-42.35
278.26,190.93,-38.87
359.38,172.31,-35.04
464.16,157.16,-31.54
599.48,145.19,-28.20
774.26,135.49,-25.38
1000.00,127.47,-22.73
1291.55,120.44,-20.44
1668.10,114.45,-18.32
2154.43,109.17,-16.35
2782.56,104.70,-14.48
3593.81,100.94,-12.61
4641.59,97.83,-10.98
5994.84,95.42,-9.36
7742.64,93.47,-7.96
10000.00,92.02,-6.69
12915.50,90.92,-5.58
16681.01,90.15,-4.60
21544.35,89.37,-3.76
27825.59,88.75,-3.04
35938.14,88.06,-2.48
46415.89,87.68,-2.10
59948.43,87.01,-1.64
77426.37,86.20,-0.94
100000.00,85.19,-0.35


Well: B5 - 20,000 HCMVEC
Spectrum: Run.29 measured at 24/07/2020 2:04:29 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13080.61,-74.13
1.29,10620.29,-73.74
1.67,8473.82,-73.46
2.15,6885.48,-73.19
2.78,5542.22,-72.87
3.59,4506.66,-72.70
4.64,3678.60,-72.53
5.99,2970.58,-72.30
7.74,2403.81,-71.58
10.00,1949.98,-70.89
12.92,1581.14,-70.00
16.68,1283.25,-69.04
21.54,1044.48,-67.79
27.83,851.26,-66.35
35.94,696.83,-64.54
46.42,572.82,-62.47
59.95,473.63,-60.01
77.43,395.14,-57.17
100.00,332.82,-53.83
129.15,283.18,-50.31
166.81,245.02,-46.39
215.44,214.89,-42.44
278.26,191.04,-38.92
359.38,172.26,-35.07
464.16,156.96,-31.57
599.48,145.08,-28.28
774.26,135.44,-25.42
1000.00,127.36,-22.81
1291.55,120.43,-20.41
1668.10,114.31,-18.41
2154.43,109.11,-16.35
2782.56,104.63,-14.44
3593.81,100.85,-12.69
4641.59,97.80,-10.95
5994.84,95.34,-9.35
7742.64,93.41,-7.94
10000.00,91.98,-6.68
12915.50,90.91,-5.58
16681.01,90.03,-4.66
21544.35,89.29,-3.82
27825.59,88.67,-3.04
35938.14,88.00,-2.46
46415.89,87.62,-2.24
59948.43,86.94,-1.61
77426.37,86.09,-1.01
100000.00,85.10,-0.41


Well: B5 - 20,000 HCMVEC
Spectrum: Run.33 measured at 24/07/2020 3:20:37 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13156.13,-73.89
1.29,10596.06,-73.33
1.67,8571.56,-73.47
2.15,6923.93,-73.04
2.78,5596.75,-72.91
3.59,4520.41,-72.44
4.64,3686.99,-72.55
5.99,2993.62,-72.47
7.74,2418.35,-71.74
10.00,1957.79,-71.05
12.92,1587.41,-70.11
16.68,1289.10,-69.07
21.54,1048.30,-67.88
27.83,853.89,-66.41
35.94,699.05,-64.67
46.42,574.09,-62.55
59.95,474.72,-60.10
77.43,395.91,-57.23
100.00,333.09,-53.91
129.15,283.53,-50.38
166.81,245.35,-46.42
215.44,214.98,-42.45
278.26,191.29,-38.94
359.38,172.15,-35.12
464.16,157.25,-31.49
599.48,145.35,-28.27
774.26,135.60,-25.38
1000.00,127.46,-22.84
1291.55,120.48,-20.50
1668.10,114.43,-18.32
2154.43,109.12,-16.37
2782.56,104.77,-14.45
3593.81,100.88,-12.66
4641.59,97.88,-10.96
5994.84,95.39,-9.32
7742.64,93.49,-7.93
10000.00,92.03,-6.68
12915.50,90.94,-5.61
16681.01,90.11,-4.69
21544.35,89.30,-3.82
27825.59,88.69,-3.06
35938.14,88.03,-2.56
46415.89,87.65,-2.24
59948.43,86.94,-1.66
77426.37,85.98,-1.03
100000.00,85.06,-0.46


Well: B5 - 20,000 HCMVEC
Spectrum: Run.37 measured at 24/07/2020 4:36:48 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13235.06,-74.24
1.29,10742.60,-73.82
1.67,8567.12,-73.53
2.15,6957.56,-73.41
2.78,5592.65,-72.94
3.59,4527.16,-72.61
4.64,3707.57,-72.65
5.99,3003.49,-72.22
7.74,2436.00,-71.61
10.00,1965.79,-71.08
12.92,1592.69,-70.22
16.68,1292.36,-69.24
21.54,1051.27,-67.96
27.83,856.91,-66.42
35.94,700.44,-64.72
46.42,575.36,-62.62
59.95,475.95,-60.16
77.43,396.63,-57.27
100.00,333.93,-54.03
129.15,284.13,-50.40
166.81,245.52,-46.53
215.44,215.14,-42.48
278.26,191.10,-38.95
359.38,172.44,-35.12
464.16,157.36,-31.56
599.48,145.43,-28.30
774.26,135.67,-25.45
1000.00,127.58,-22.78
1291.55,120.65,-20.47
1668.10,114.57,-18.34
2154.43,109.35,-16.38
2782.56,104.83,-14.46
3593.81,101.01,-12.68
4641.59,97.97,-10.96
5994.84,95.54,-9.35
7742.64,93.58,-7.99
10000.00,92.16,-6.74
12915.50,91.13,-5.64
16681.01,90.21,-4.71
21544.35,89.45,-3.91
27825.59,88.73,-3.15
35938.14,88.11,-2.69
46415.89,87.66,-2.29
59948.43,86.93,-1.77
77426.37,86.00,-1.19
100000.00,85.04,-0.63


Well: B5 - 20,000 HCMVEC
Spectrum: Run.41 measured at 24/07/2020 5:52:56 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13269.87,-74.07
1.29,10670.87,-73.63
1.67,8650.75,-73.44
2.15,6972.58,-73.20
2.78,5646.97,-72.91
3.59,4555.68,-72.48
4.64,3719.58,-72.66
5.99,3031.42,-72.45
7.74,2436.96,-71.77
10.00,1973.25,-71.14
12.92,1598.53,-70.25
16.68,1296.58,-69.27
21.54,1054.69,-67.95
27.83,859.10,-66.55
35.94,702.42,-64.78
46.42,577.11,-62.66
59.95,476.90,-60.21
77.43,397.32,-57.32
100.00,334.25,-54.03
129.15,284.56,-50.50
166.81,245.91,-46.54
215.44,215.52,-42.48
278.26,191.33,-39.02
359.38,172.66,-35.12
464.16,157.49,-31.58
599.48,145.60,-28.23
774.26,135.85,-25.47
1000.00,127.79,-22.84
1291.55,120.82,-20.47
1668.10,114.75,-18.31
2154.43,109.52,-16.35
2782.56,104.96,-14.43
3593.81,101.20,-12.64
4641.59,98.21,-10.90
5994.84,95.70,-9.34
7742.64,93.82,-7.93
10000.00,92.31,-6.76
12915.50,91.21,-5.70
16681.01,90.32,-4.72
21544.35,89.60,-3.93
27825.59,88.99,-3.20
35938.14,88.21,-2.72
46415.89,87.73,-2.41
59948.43,86.98,-1.88
77426.37,85.96,-1.27
100000.00,84.97,-0.69


Well: B5 - 20,000 HCMVEC
Spectrum: Run.45 measured at 24/07/2020 7:09:06 AM

frequency (Hz),impedance magnitude (Ohm),phase (deg)
1.00,13294.03,-74.21
1.29,10730.59,-73.96
1.67,8683.94,-73.44
2.15,6997.91,-73.34
2.78,5666.56,-72.82
3.59,4561.88,-72.55
4.64,3730.74,-72.70
5.99,3036.60,-72.50
7.74,2449.50,-71.86
10.00,1981.47,-71.13
