"id","species","geographic.origin","sex","status","birth","death","dam","dam.type","sire","sire.type","from.center","departure"
"EVRPV","JAPANESE MACAQUE","JAPAN","f","Alive",2019-09-01,,"FVNPH","Genetic",,"Genetic","Yes",
"3IAVZ","JAPANESE MACAQUE","JAPAN","m","Alive",2019-08-04,,"NF3RD","Genetic",,"Genetic","Yes",
"QFZ3T","JAPANESE MACAQUE","JAPAN","m","Alive",2019-08-27,,"RQLQY","Genetic",,"Genetic","Yes",
"42BBG","JAPANESE MACAQUE","JAPAN","m","Alive",2019-04-23,,"I3M4X","Genetic",,"Genetic","Yes",
"4L7X4","JAPANESE MACAQUE","JAPAN","f","Alive",2019-07-16,,"Y2WGI","Genetic",,"Genetic","Yes",
"YYCP6","JAPANESE MACAQUE","JAPAN","m","Alive",2019-05-21,,"DE4LD","Genetic",,"Genetic","Yes",
"MRJJA","JAPANESE MACAQUE","JAPAN","f","Alive",2019-07-28,,"A30LK","Genetic",,"Genetic","Yes",
"HZMKE","JAPANESE MACAQUE","JAPAN","f","Alive",2019-08-12,,"2PPKP","Genetic",,"Genetic","Yes",
"WQ1CX","JAPANESE MACAQUE","JAPAN","m","Alive",2019-07-19,,"258P9","Genetic",,"Genetic","Yes",
"CIP4F","JAPANESE MACAQUE","JAPAN","m","Alive",2019-07-18,,,,,,"Yes",
"1WG3X","JAPANESE MACAQUE","JAPAN","m","Alive",2019-06-24,,,,,,"Yes",
"2QYH9","JAPANESE MACAQUE","JAPAN","f","Alive",2019-09-12,,"XZA4B","Genetic",,"Genetic","Yes",
"QH0S3","JAPANESE MACAQUE","JAPAN","f","Alive",2019-09-21,,,,,,"Yes",
"QBFIF","JAPANESE MACAQUE","JAPAN","f","Alive",2019-06-02,,"9X827","Genetic",,"Genetic","Yes",
"WH2G5","JAPANESE MACAQUE","JAPAN","f","Alive",2019-08-10,,"LVH55","Genetic",,"Genetic","Yes",
"6P07Z","JAPANESE MACAQUE","JAPAN","m","Alive",2019-07-22,,,,,,"Yes",
"GZDD2","JAPANESE MACAQUE","JAPAN","m","Alive",2020-05-05,,"6TFV1","Genetic",,"Genetic","Yes",
"IJALT","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-10,,"7JBKU","Genetic",,"Genetic","Yes",
"VH262","JAPANESE MACAQUE","JAPAN","f","Alive",2020-03-18,,"P9MAK","Genetic",,"Genetic","Yes",
"FMAYY","JAPANESE MACAQUE","JAPAN","f","Alive",2019-09-02,,"C496U","Genetic",,"Genetic","Yes",
"5BR6R","JAPANESE MACAQUE","JAPAN","f","Alive",2019-08-23,,"XQGTQ","Genetic",,"Genetic","Yes",
"5MYBB","JAPANESE MACAQUE","JAPAN","m","Alive",2020-06-14,,"GAXF7","Observed",,,"Yes",
"6XW1P","JAPANESE MACAQUE","JAPAN","m","Alive",2020-06-07,,"2PPKP","Observed",,,"Yes",
"HXKQI","JAPANESE MACAQUE","JAPAN","m","Alive",2020-07-11,,"I4TWQ","Observed",,,"Yes",
"3GQTU","JAPANESE MACAQUE","JAPAN","f","Dead",2020-06-28,2020-06-06,"NDA0D","Observed",,,"Yes",
"J16MW","JAPANESE MACAQUE","JAPAN","f","Dead",2020-06-22,2020-06-17,"YCS3W","Observed",,,"Yes",
"I6Z8J","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-27,,"5E2NZ","Observed",,,"Yes",
"PJPCI","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-26,,"YACZX","Observed",,,"Yes",
"1E1QE","JAPANESE MACAQUE","Japan","m","Alive",2020-05-12,,"SXBM1","Observed",,"Observed","Yes",
"HJERB","JAPANESE MACAQUE","JAPAN","m","Dead",2020-06-07,2020-09-19,"ZCRNG","Observed",,,"Yes",
"E8PNX","JAPANESE MACAQUE","JAPAN","f","Dead",2020-07-21,2020-06-29,,,,,"Yes",
"LAP4V","JAPANESE MACAQUE","JAPAN","f","Alive",2020-07-10,,"NDM2S","Observed",,,"Yes",
"WGY06","JAPANESE MACAQUE","JAPAN","f","Alive",2020-07-18,,"JLGWH","Observed",,,"Yes",
"61KWF","JAPANESE MACAQUE","JAPAN","f","Dead",2020-08-24,2020-11-03,"9ETSY","Observed",,,"Yes",
"CFTU3","JAPANESE MACAQUE","JAPAN","m","Alive",2020-07-17,,"J1ZVH","Observed",,,"Yes",
"W08K6","JAPANESE MACAQUE","JAPAN","m","Alive",2020-06-28,,"8J6WL","Observed",,,"Yes",
"TY4WU","JAPANESE MACAQUE","JAPAN","f","Alive",2020-07-29,,"IC30D","Observed",,,"Yes",
"Q1JUE","JAPANESE MACAQUE","JAPAN","f","Alive",2020-06-27,,"WMTRZ","Observed",,,"Yes",
"Y5YDI","JAPANESE MACAQUE","JAPAN","m","Alive",2020-06-29,,"XDYPH","Observed",,,"Yes",
"F6DCR","JAPANESE MACAQUE","JAPAN","m","Alive",2020-06-28,,"G2FAA","Observed",,,"Yes",
"4135C","JAPANESE MACAQUE","Japan","m","Alive",2020-07-14,,"TN812","Observed",,,"Yes",
"6PUQF","JAPANESE MACAQUE","Japan","f","Alive",2020-07-14,,"N9SBC","Genetic",,"Genetic","Yes",
"JH7D6","JAPANESE MACAQUE","JAPAN","f","Alive",2020-07-15,,"K6UV4","Observed",,,"Yes",
"LDUTY","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-29,,"GMT47","Observed",,,"Yes",
"SGYP5","JAPANESE MACAQUE","Japan","m","Alive",2020-07-08,,"4LH1F","Observed",,,"Yes",
"3LIL0","JAPANESE MACAQUE","JAPAN","f","Alive",2020-07-06,,"AAJML","Observed",,,"Yes",
"WRXXQ","JAPANESE MACAQUE","JAPAN","m","Alive",2020-07-13,,"Z9FTK","Genetic",,"Genetic","Yes",
"XUEDC","JAPANESE MACAQUE","JAPAN","f","Alive",2020-08-07,,"IWMBH","Genetic",,"Genetic","Yes",
"AYYN1","JAPANESE MACAQUE","JAPAN","m","Dead",2020-12-21,2020-12-28,"2GEXG","Observed",,,"Yes",
"MWWLQ","JAPANESE MACAQUE","JAPAN","f","Dead",2021-02-04,2021-02-21,,,,,"Yes",
"I8444","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-28,,"W1SWF","Observed",,,"Yes",
"4WR71","JAPANESE MACAQUE","Japan","f","Shipped",1968-04-02,,"5F3AK","Observed",,,"Yes",1982-05-09
"7RM1A","JAPANESE MACAQUE","Japan","f","Shipped",1968-03-20,,"2DDY8","Observed",,,"Yes",1982-05-22
"4UGC4","JAPANESE MACAQUE","Japan","f","Dead",1968-06-05,1994-10-17,"3965N","Observed",,,"Yes",
"6KAFK","JAPANESE MACAQUE","Japan","m","Dead",1968-04-16,1977-08-23,"FVYG1","Observed",,,"Yes",
"7FRU7","JAPANESE MACAQUE","Japan","u","Dead",1968-06-04,1968-06-22,"0DZYA","Observed",,,"Yes",
"WSFMZ","JAPANESE MACAQUE","Japan","f","Dead",1968-05-17,1977-09-10,"HFNED","Observed",,,"Yes",
"TN3M6","JAPANESE MACAQUE","Japan","u","Dead",1968-05-09,1968-05-31,,,,,"Yes",
"WL6LN","JAPANESE MACAQUE","Japan","u","Dead",1968-05-23,1968-06-14,,,,,"Yes",
"8PPD8","JAPANESE MACAQUE","Japan","m","Dead",1968-06-09,1976-05-27,"GXK3E","Observed","NX5RM","Observed","Yes",
"2C7NM","JAPANESE MACAQUE","Japan","m","Dead",1969-02-21,1985-06-25,"IC1JR","Observed",,,"Yes",
"WEZ5M","JAPANESE MACAQUE","Japan","f","Dead",1969-03-09,1981-09-18,"FVWKU","Observed",,,"Yes",
"ZZDL3","JAPANESE MACAQUE","Japan","m","Dead",1969-02-23,1978-12-10,"656MM","Observed",,,"Yes",
"P8XNH","JAPANESE MACAQUE","Japan","m","Dead",1969-03-19,1990-12-30,"72YRW","Observed",,,"Yes",
"G0WJN","JAPANESE MACAQUE","Japan","m","Dead",1969-05-03,1984-04-08,"VFQ7J","Observed",,,"Yes",
"1HBDY","JAPANESE MACAQUE","Japan","m","Dead",1969-04-05,1989-07-04,"MJ6DF","Observed",,,"Yes",
"GU5SR","JAPANESE MACAQUE","Japan","f","Dead",1969-04-17,1986-09-15,"JUB6J","Observed",,,"Yes",
"4XW5Q","JAPANESE MACAQUE","Japan","f","Dead",1969-05-02,1981-10-06,"HFNED","Observed",,,"Yes",
"5GXUA","JAPANESE MACAQUE","Japan","f","Dead",1969-04-26,1987-09-30,"2Q6UQ","Observed",,,"Yes",
"VZMM9","JAPANESE MACAQUE","Japan","m","Shipped",1969-05-06,,"ZSK61","Observed",,,"Yes",1982-04-06
"44DCV","JAPANESE MACAQUE","Japan","f","Shipped",1969-04-26,,"5F3AK","Observed",,,"Yes",1982-03-28
"QL8FP","JAPANESE MACAQUE","Japan","m","Dead",1969-05-22,1974-10-01,"3965N","Observed",,,"Yes",
"WV1UT","JAPANESE MACAQUE","Japan","m","Dead",1969-04-20,1973-10-13,"Z41XM","Observed",,,"Yes",
"PJIQJ","JAPANESE MACAQUE","Japan","f","Dead",1969-04-14,1989-02-01,"FVYG1","Observed",,,"Yes",
"0179A","JAPANESE MACAQUE","Japan","m","Shipped",1969-05-25,,"FJNS8","Observed",,,"Yes",1982-05-03
"6EW5B","JAPANESE MACAQUE","Japan","f","Shipped",1969-06-02,,"G9TQJ","Observed",,,"Yes",1982-05-22
"97MBA","JAPANESE MACAQUE","Japan","u","Dead",1969-05-01,1969-05-12,"0DZYA","Observed",,,"Yes",
"FAE4W","JAPANESE MACAQUE","Japan","f","Dead",1969-06-19,1985-04-16,"I7TYM","Observed",,,"Yes",
"P76AG","JAPANESE MACAQUE","Japan","m","Dead",1969-06-14,1969-08-05,"CALUN","Observed",,,"Yes",
"EZ7US","JAPANESE MACAQUE","Japan","m","Dead",1969-06-22,1974-11-26,"FFX8B","Observed",,,"Yes",
"REX95","JAPANESE MACAQUE","Japan","f","Dead",1970-05-06,1978-10-26,"E9Y8D","Observed",,,"Yes",
"MYR1Y","JAPANESE MACAQUE","Japan","f","Dead",1970-03-28,1978-04-18,"2DDY8","Observed",,,"Yes",
"MDCP6","JAPANESE MACAQUE","Japan","m","Dead",1970-04-22,1987-05-04,"HFNED","Observed",,,"Yes",
"WX3RA","JAPANESE MACAQUE","Japan","m","Shipped",1970-04-12,,"IC1JR","Observed",,,"Yes",1982-03-28
"80SS4","JAPANESE MACAQUE","Japan","m","Dead",1970-04-17,1974-09-13,"3965N","Observed",,,"Yes",
"2V8RX","JAPANESE MACAQUE","Japan","m","Dead",1970-04-16,1986-07-21,"5F3AK","Observed",,,"Yes",
"LF03L","JAPANESE MACAQUE","Japan","f","Dead",1970-05-16,1978-09-20,"0DZYA","Observed",,,"Yes",
"N3GZZ","JAPANESE MACAQUE","Japan","f","Dead",1970-05-11,1988-03-16,"FVYG1","Observed",,,"Yes",
"77PJD","JAPANESE MACAQUE","Japan","m","Dead",1970-05-02,1975-09-16,"72YRW","Observed",,,"Yes",
"X40M4","JAPANESE MACAQUE","Japan","m","Dead",1970-05-18,1991-12-12,"MJ6DF","Observed",,,"Yes",
"AW2U9","JAPANESE MACAQUE","Japan","f","Dead",1970-05-16,1994-01-29,"656MM","Observed",,,"Yes",
"KI8Z9","JAPANESE MACAQUE","Japan","f","Dead",1970-07-02,1977-12-07,"JUB6J","Observed",,,"Yes",
"JHBX2","JAPANESE MACAQUE","Japan","f","Dead",1970-06-18,1980-11-04,"I9MS7","Observed",,,"Yes",
"X85K2","JAPANESE MACAQUE","Japan","m","Dead",1970-07-06,1982-08-15,"FJNS8","Observed",,,"Yes",
"116WR","JAPANESE MACAQUE","Japan","m","Dead",1970-05-16,1970-09-24,"9XAFJ","Observed",,,"Yes",
"B9U7M","JAPANESE MACAQUE","Japan","f","Dead",1970-05-31,1987-06-14,"0YSTP","Observed",,,"Yes",
"MGRGU","JAPANESE MACAQUE","Japan","f","Dead",1971-04-02,1978-01-12,"VFQ7J","Observed",,,"Yes",
"FHEQH","JAPANESE MACAQUE","Japan","f","Dead",1971-04-16,2000-03-27,"2Q6UQ","Observed",,,"Yes",
"07NXN","JAPANESE MACAQUE","Japan","f","Shipped",1971-03-20,,"9XAFJ","Observed",,,"Yes",1982-03-30
"A1FTL","JAPANESE MACAQUE","Japan","m","Dead",1971-05-06,1979-07-31,"3965N","Observed",,,"Yes",
"8ILRX","JAPANESE MACAQUE","Japan","m","Dead",1971-04-20,1971-05-14,"FVYG1","Observed",,,"Yes",
"23Q2D","JAPANESE MACAQUE","Japan","f","Shipped",1971-05-17,,"MJ6DF","Observed",,,"Yes",1982-05-13
"CU12R","JAPANESE MACAQUE","Japan","m","Shipped",1971-05-02,,"FFX8B","Observed",,,"Yes",1982-05-09
"XQ2AG","JAPANESE MACAQUE","Japan","f","Dead",1971-05-13,1995-11-23,"I7TYM","Observed",,,"Yes",
"8KJWE","JAPANESE MACAQUE","Japan","m","Dead",1971-06-14,1993-03-18,"HFNED","Observed",,,"Yes",
"55S8U","JAPANESE MACAQUE","Japan","f","Shipped",1971-07-01,,"E9Y8D","Observed",,,"Yes",1982-05-25
"KQJTH","JAPANESE MACAQUE","Japan","m","Dead",1971-06-12,1980-10-24,"73RDE","Observed",,,"Yes",
"1FG87","JAPANESE MACAQUE","Japan","m","Shipped",1971-05-10,,"AWUEY","Observed",,,"Yes",1976-11-28
"9DEZY","JAPANESE MACAQUE","Japan","m","Dead",1971-06-16,1978-10-06,"72YRW","Observed",,,"Yes",
"DXNL3","JAPANESE MACAQUE","Japan","m","Dead",1971-06-02,1979-05-25,"EY8SN","Observed",,,"Yes",
"Y6Z4R","JAPANESE MACAQUE","Japan","m","Dead",1971-05-16,1993-12-01,"7BRH5","Observed",,,"Yes",
"D4FNA","JAPANESE MACAQUE","Japan","f","Dead",1971-07-10,1971-07-04,"P5VYB","Observed",,,"Yes",
"S8IKH","JAPANESE MACAQUE","Japan","f","Dead",1971-07-08,1977-06-22,"0DZYA","Observed",,,"Yes",
"QHAAY","JAPANESE MACAQUE","Japan","f","Dead",1971-06-29,1981-12-11,"SXF6U","Observed",,,"Yes",
"DBNQG","JAPANESE MACAQUE","Japan","m","Shipped",1971-07-02,,"FJNS8","Observed",,,"Yes",1982-05-06
"K0YLB","JAPANESE MACAQUE","Japan","m","Dead",1972-04-20,1984-10-13,"HFNED","Observed",,,"Yes",
"E094T","JAPANESE MACAQUE","Japan","m","Dead",1972-03-14,1984-03-07,"5F3AK","Observed",,,"Yes",
"7G9I7","JAPANESE MACAQUE","Japan","f","Shipped",1972-03-04,,"FVWKU","Observed",,,"Yes",1982-04-29
"TD6MM","JAPANESE MACAQUE","Japan","f","Dead",1972-03-10,1991-06-25,"FVYG1","Observed",,,"Yes",
"78LW5","JAPANESE MACAQUE","Japan","f","Dead",1972-03-01,1991-02-23,"2DDY8","Observed",,,"Yes",
"HMAIX","JAPANESE MACAQUE","Japan","f","Dead",1972-03-28,1990-09-09,"3965N","Observed",,,"Yes",
"T78UA","JAPANESE MACAQUE","Japan","f","Dead",1972-05-04,1979-01-06,"0YSTP","Observed",,,"Yes",
"NQCQP","JAPANESE MACAQUE","Japan","u","Dead",1972-04-21,1972-04-28,"ZKJRX","Observed",,,"Yes",
"2P8JT","JAPANESE MACAQUE","Japan","f","Shipped",1972-03-27,,"MJ6DF","Observed",,,"Yes",1982-05-25
"T24XV","JAPANESE MACAQUE","Japan","m","Dead",1972-02-08,1985-12-23,"656MM","Observed",,,"Yes",
"C6RV8","JAPANESE MACAQUE","Japan","f","Dead",1972-05-21,1981-01-30,"AWUEY","Observed",,,"Yes",
"9W2BY","JAPANESE MACAQUE","Japan","f","Shipped",1972-05-10,,"99FF7","Observed",,,"Yes",1982-04-13
"KJWR8","JAPANESE MACAQUE","Japan","f","Shipped",1972-04-11,,"P5VYB","Observed",,,"Yes",1982-05-26
"5VHTW","JAPANESE MACAQUE","Japan","m","Dead",1972-05-25,1983-02-04,"4UGC4","Observed",,,"Yes",
"HSQRZ","JAPANESE MACAQUE","Japan","f","Dead",1972-05-24,1979-11-19,"N6QS9","Observed",,,"Yes",
"0ZSHN","JAPANESE MACAQUE","Japan","f","Dead",1972-06-02,1977-12-10,"FFX8B","Observed",,,"Yes",
"TWS4H","JAPANESE MACAQUE","Japan","f","Dead",1972-06-26,1987-04-23,"0DZYA","Observed",,,"Yes",
"CWY71","JAPANESE MACAQUE","Japan","m","Dead",1972-05-25,1994-06-04,"7RM1A","Observed",,,"Yes",
"MKT12","JAPANESE MACAQUE","Japan","f","Shipped",1972-06-07,,"72YRW","Observed",,,"Yes",1982-05-25
"3LXT6","JAPANESE MACAQUE","Japan","u","Dead",1972-07-14,1972-07-13,"WSFMZ","Observed",,,"Yes",
"MRNCB","JAPANESE MACAQUE","Japan","m","Dead",1972-07-28,1972-07-20,"FJNS8","Observed",,,"Yes",
"6CLE2","JAPANESE MACAQUE","Japan","m","Shipped",1973-03-02,,"ZSK61","Observed",,,"Yes",1982-04-17
"XX1W4","JAPANESE MACAQUE","Japan","f","Shipped",1973-04-03,,"VFQ7J","Observed",,,"Yes",1982-05-02
"DRBPU","JAPANESE MACAQUE","Japan","m","Dead",1973-03-03,1986-02-13,"2Q6UQ","Observed",,,"Yes",
"1M66M","JAPANESE MACAQUE","Japan","f","Dead",1973-03-06,2000-05-13,"7BRH5","Observed",,,"Yes",
"H8WX9","JAPANESE MACAQUE","Japan","m","Dead",1973-05-07,1979-12-05,"E9Y8D","Observed",,,"Yes",
"YKWLX","JAPANESE MACAQUE","Japan","m","Dead",1973-04-27,1973-06-26,"G9TQJ","Observed",,,"Yes",
"9ZINH","JAPANESE MACAQUE","Japan","f","Dead",1973-04-20,1978-11-05,"ZKJRX","Observed",,,"Yes",
"F5HF0","JAPANESE MACAQUE","Japan","f","Dead",1973-04-07,1989-07-19,"3965N","Observed",,,"Yes",
"QVG26","JAPANESE MACAQUE","Japan","m","Dead",1973-05-15,1978-06-19,"JUB6J","Observed",,,"Yes",
"TLRRT","JAPANESE MACAQUE","Japan","f","Dead",1973-04-22,1983-06-28,"73RDE","Observed",,,"Yes",
"C8LDA","JAPANESE MACAQUE","Japan","m","Dead",1973-04-30,1980-07-08,"EY8SN","Observed",,,"Yes",
"4DSLU","JAPANESE MACAQUE","Japan","m","Dead",1973-04-04,1979-08-15,"WSFMZ","Observed",,,"Yes",
"1DHQI","JAPANESE MACAQUE","Japan","m","Dead",1973-04-05,1979-07-31,"HFNED","Observed",,,"Yes",
"B3UEZ","JAPANESE MACAQUE","Japan","f","Dead",1973-05-31,1983-05-19,"SXF6U","Observed",,,"Yes",
"XDCHL","JAPANESE MACAQUE","Japan","f","Dead",1973-04-05,1986-01-24,"FVYG1","Observed",,,"Yes",
"XL4D8","JAPANESE MACAQUE","Japan","m","Dead",1973-05-10,1986-12-05,"9XAFJ","Observed",,,"Yes",
"A1UND","JAPANESE MACAQUE","Japan","f","Shipped",1973-06-02,,"2DDY8","Observed",,,"Yes",1982-04-16
"W74GW","JAPANESE MACAQUE","Japan","m","Shipped",1973-06-07,,"GU5SR","Observed",,,"Yes",1982-03-30
"9AZEB","JAPANESE MACAQUE","Japan","f","Shipped",1973-05-05,,"6EW5B","Observed",,,"Yes",1982-04-03
"S20G1","JAPANESE MACAQUE","Japan","u","Dead",1973-05-11,1973-05-26,"4WR71","Observed",,,"Yes",
"866JB","JAPANESE MACAQUE","Japan","f","Dead",1973-06-03,1982-06-22,"PJIQJ","Observed",,,"Yes",
"YZ843","JAPANESE MACAQUE","Japan","m","Dead",1973-05-15,1979-07-02,"4XW5Q","Observed",,,"Yes",
"5SQU6","JAPANESE MACAQUE","Japan","f","Shipped",1973-05-09,,"5F3AK","Observed",,,"Yes",1982-03-29
"9KM0C","JAPANESE MACAQUE","Japan","f","Shipped",1973-06-14,,"0DZYA","Observed",,,"Yes",1989-07-25
"MYFHE","JAPANESE MACAQUE","Japan","f","Dead",1973-06-18,1982-07-06,"FFX8B","Observed",,,"Yes",
"0R3LM","JAPANESE MACAQUE","Japan","m","Dead",1973-06-29,1982-10-08,"5GXUA","Observed",,,"Yes",
"VX3VD","JAPANESE MACAQUE","Japan","m","Dead",1973-07-16,2011-11-13,"72YRW","Observed",,,"Yes",
"J6J0S","JAPANESE MACAQUE","Japan","m","Dead",1973-07-08,1993-09-21,"44DCV","Observed",,,"Yes",
"F2L9H","JAPANESE MACAQUE","Japan","u","Dead",1973-05-07,1973-05-12,"I7TYM","Observed",,,"Yes",
"QKSJN","JAPANESE MACAQUE","Japan","f","Dead",1974-03-12,1986-04-28,"FJNS8","Observed",,,"Yes",
"JAJUX","JAPANESE MACAQUE","Japan","f","Dead",1974-03-04,1994-06-11,"656MM","Observed",,,"Yes",
"E7R9K","JAPANESE MACAQUE","Japan","u","Dead",1974-03-22,1974-04-10,"I9MS7","Observed",,,"Yes",
"VSM36","JAPANESE MACAQUE","Japan","m","Dead",1974-04-04,1978-12-29,"P5VYB","Observed",,,"Yes",
"51KMX","JAPANESE MACAQUE","Japan","u","Dead",1974-02-27,1974-03-29,"4UGC4","Observed",,,"Yes",
"5DHHH","JAPANESE MACAQUE","Japan","f","Shipped",1974-04-13,,"G9TQJ","Observed",,,"Yes",1982-05-15
"F1NTG","JAPANESE MACAQUE","Japan","f","Dead",1974-04-24,1979-12-01,"N6QS9","Observed",,,"Yes",
"M7GKA","JAPANESE MACAQUE","Japan","f","Shipped",1974-04-13,,"AWUEY","Observed",,,"Yes",1982-04-25
"MS6ER","JAPANESE MACAQUE","Japan","f","Shipped",1974-04-27,,"FVWKU","Observed",,,"Yes",1982-05-23
"229V7","JAPANESE MACAQUE","Japan","u","Dead",1974-04-10,1974-05-29,"LF03L","Observed",,,"Yes",
"HPLW3","JAPANESE MACAQUE","Japan","f","Shipped",1974-03-22,,"4WR71","Observed",,,"Yes",1982-04-11
"HXAA7","JAPANESE MACAQUE","Japan","f","Dead",1974-04-05,1982-10-26,"I7TYM","Observed",,,"Yes",
"M1G68","JAPANESE MACAQUE","Japan","f","Dead",1974-04-20,1980-06-26,"99FF7","Observed",,,"Yes",
"QW6H6","JAPANESE MACAQUE","Japan","f","Dead",1974-05-03,1978-04-23,"3965N","Observed",,,"Yes",
"25RJN","JAPANESE MACAQUE","Japan","f","Shipped",1974-04-30,,"7RM1A","Observed",,,"Yes",1982-04-29
"HR1TH","JAPANESE MACAQUE","Japan","f","Dead",1974-05-05,1974-06-07,"FAE4W","Observed",,,"Yes",
"BHCRS","JAPANESE MACAQUE","Japan","m","Shipped",1974-05-26,,"73RDE","Observed",,,"Yes",1982-04-18
"P6GW9","JAPANESE MACAQUE","Japan","u","Dead",1974-05-21,1974-06-01,"REX95","Observed",,,"Yes",
"77UU7","JAPANESE MACAQUE","Japan","m","Dead",1974-04-19,1989-01-16,"MJ6DF","Observed",,,"Yes",
"Y9NUC","JAPANESE MACAQUE","Japan","m","Shipped",1974-06-04,,"N3GZZ","Observed",,,"Yes",1982-05-26
"YYEH2","JAPANESE MACAQUE","Japan","m","Dead",1974-06-16,1974-06-17,"AW2U9","Observed",,,"Yes",
"82I5M","JAPANESE MACAQUE","Japan","u","Dead",1974-05-17,1974-05-05,"PF181","Observed","3A34N","Observed","Yes",
"5MYEE","JAPANESE MACAQUE","Japan","m","Dead",1974-06-30,1974-06-21,"MYR1Y","Observed",,,"Yes",
"B7RJB","JAPANESE MACAQUE","Japan","f","Dead",1974-05-18,1978-03-07,"KI8Z9","Observed",,,"Yes",
"ETNT3","JAPANESE MACAQUE","Japan","f","Dead",1974-07-01,1977-08-01,"JHBX2","Observed",,,"Yes",
"7LK65","JAPANESE MACAQUE","Japan","f","Dead",1974-05-18,1982-02-16,"7BRH5","Observed",,,"Yes",
"DJS3B","JAPANESE MACAQUE","Japan","f","Shipped",1974-06-30,,"5F3AK","Observed",,,"Yes",1982-05-03
"KQIX1","JAPANESE MACAQUE","Japan","f","Dead",1975-03-13,1995-11-15,"FFX8B","Observed",,,"Yes",
"DCLNW","JAPANESE MACAQUE","Japan","f","Dead",1975-04-12,1983-09-11,"SXF6U","Observed",,,"Yes",
"NMI6S","JAPANESE MACAQUE","Japan","f","Dead",1975-02-26,1994-03-18,"I9MS7","Observed",,,"Yes",
"210SM","JAPANESE MACAQUE","Japan","m","Dead",1975-04-13,1975-04-09,"4UGC4","Observed",,,"Yes",
"HUZDD","JAPANESE MACAQUE","Japan","m","Shipped",1975-04-26,,"2DDY8","Observed",,,"Yes",1984-04-27
"1IAGX","JAPANESE MACAQUE","Japan","f","Dead",1975-03-23,1996-01-03,"5GXUA","Observed",,,"Yes",
"CPLCY","JAPANESE MACAQUE","Japan","f","Shipped",1975-03-21,,"9XAFJ","Observed",,,"Yes",1982-05-11
"XV8B7","JAPANESE MACAQUE","Japan","f","Shipped",1975-04-20,,"6EW5B","Observed",,,"Yes",1982-04-25
"GHTM5","JAPANESE MACAQUE","Japan","f","Dead",1975-03-21,1997-02-24,"ZKJRX","Observed",,,"Yes",
"YE505","JAPANESE MACAQUE","Japan","f","Dead",1975-05-02,1983-01-10,"B9U7M","Observed",,,"Yes",
"F0UBK","JAPANESE MACAQUE","Japan","f","Shipped",1975-04-30,,"44DCV","Observed",,,"Yes",1982-04-06
"2DAEJ","JAPANESE MACAQUE","Japan","f","Dead",1975-04-11,1987-08-06,"EY8SN","Observed",,,"Yes",
"XSN7T","JAPANESE MACAQUE","Japan","m","Dead",1975-05-09,1985-10-12,"3965N","Observed",,,"Yes",
"DM77I","JAPANESE MACAQUE","Japan","m","Dead",1975-05-10,1975-12-27,"0DZYA","Observed",,,"Yes",
"WYHLZ","JAPANESE MACAQUE","Japan","f","Shipped",1975-04-23,,"72YRW","Observed",,,"Yes",1982-04-06
"ZWHNH","JAPANESE MACAQUE","Japan","f","Dead",1975-04-19,1977-07-03,"MJ6DF","Observed",,,"Yes",
"I6Q9Y","JAPANESE MACAQUE","Japan","m","Shipped",1975-05-03,,"2Q6UQ","Observed",,,"Yes",1982-04-03
"0Z4EP","JAPANESE MACAQUE","Japan","u","Dead",1975-05-03,1975-03-23,"99FF7","Observed",,,"Yes",
"6GVCL","JAPANESE MACAQUE","Japan","f","Dead",1975-03-26,2001-02-07,"FJNS8","Observed",,,"Yes",
"F30DX","JAPANESE MACAQUE","Japan","m","Shipped",1975-04-30,,"AW2U9","Observed",,,"Yes",1982-04-05
"X5EI2","JAPANESE MACAQUE","Japan","f","Dead",1975-04-19,1986-12-17,"LF03L","Observed",,,"Yes",
"ZNCHN","JAPANESE MACAQUE","Japan","u","Dead",1975-05-04,1975-04-12,"FVWKU","Observed",,,"Yes",
"8DT2W","JAPANESE MACAQUE","Japan","f","Shipped",1975-03-30,,"MYR1Y","Observed",,,"Yes",1982-05-12
"WXMNJ","JAPANESE MACAQUE","Japan","m","Dead",1975-05-17,1975-05-03,"GU5SR","Observed",,,"Yes",
"XJ51I","JAPANESE MACAQUE","Japan","f","Shipped",1975-04-15,,"FAE4W","Observed",,,"Yes",1984-04-18
"VF9KT","JAPANESE MACAQUE","Japan","m","Shipped",1975-04-30,,"FVYG1","Observed",,,"Yes",1982-05-15
"SEA7N","JAPANESE MACAQUE","Japan","m","Dead",1975-05-23,1993-12-04,"WEZ5M","Observed",,,"Yes",
"DUG3L","JAPANESE MACAQUE","Japan","f","Shipped",1975-05-30,,"REX95","Observed",,,"Yes",1982-05-03
"ZFGGX","JAPANESE MACAQUE","Japan","f","Dead",1975-04-21,1982-07-23,"MGRGU","Observed",,,"Yes",
"QLRK8","JAPANESE MACAQUE","Japan","f","Shipped",1975-06-14,,"4XW5Q","Observed",,,"Yes",1982-04-03
"NQMDY","JAPANESE MACAQUE","Japan","m","Dead",1975-05-13,1991-11-08,"P5VYB","Observed",,,"Yes",
